SIGLA UF;COD. UF;COD. MUNICIPIO;MUNICIPIO;POPULACAO
PA;15;1303;Barcarena;92.567
PA;15;1402;Belém;1.437.600
PA;15;1451;Belterra;12.671
PA;15;1501;Benevides;46.611
PA;15;1576;Bom Jesus do Tocantins;13.593
PA;15;1600;Bonito;12.013
PA;15;1709;Bragança;107.060
PA;15;1725;Brasil Novo;19.754
PA;15;1758;Brejo Grande do Araguaia;7.688
PA;15;1782;Breu Branco;52.200
PA;15;1808;Breves;101.094
PA;15;1907;Bujaru;23.654
PA;15;2004;Cachoeira do Arari;20.411
PA;15;1956;Cachoeira do Piriá;18.777
PA;15;2103;Cametá;117.099
PA;15;2152;Canaã dos Carajás;27.675
PA;15;2202;Capanema;64.429
PA;15;2301;Capitão Poço;52.797
PA;15;2400;Castanhal;161.497
PA;15;2509;Chaves;20.506
PA;15;2608;Colares;11.433
PA;15;2707;Conceição do Araguaia;47.237
PA;15;2756;Concórdia do Pará;22.251
PA;15;2764;Cumaru do Norte;11.890
PA;15;2772;Curionópolis;17.944
PA;15;2806;Curralinho;27.543
PA;15;2855;Curuá;12.984
PA;15;2905;Curuçá;36.748
PA;15;2939;Dom Eliseu;39.088
PA;15;2954;Eldorado dos Carajás;29.251
PA;15;3002;Faro;19.585
PA;15;3044;Floresta do Araguaia;15.629
PA;15;3077;Garrafão do Norte;25.538
PA;15;3093;Goianésia do Pará;29.164
PA;15;3101;Gurupá;25.511
PA;15;3200;Igarapé-Açu;35.241
PA;15;3309;Igarapé-Miri;57.003
PA;15;3408;Inhangapi;10.377
PA;15;3457;Ipixuna do Pará;44.396
PA;15;3507;Irituia;30.552
PA;15;3606;Itaituba;127.848
PA;15;3705;Itupiranga;41.541
PA;15;3754;Jacareacanga;41.487
PA;15;3804;Jacundá;55.900
PA;15;3903;Juruti;35.530
PA;15;4000;Limoeiro do Ajuru;24.967
PA;15;4059;Mãe do Rio;29.087
PA;15;4109;Magalhães Barata;7.895
PA;15;4208;Marabá;203.049
PA;15;4307;Maracanã;29.417
PA;15;4406;Marapanim;28.011
PA;15;4422;Marituba;101.158
PA;15;4455;Medicilândia;23.682
PA;15;4505;Melgaço;17.657
PA;15;4604;Mocajuba;24.695
PA;15;4703;Moju;68.600
PA;15;4802;Monte Alegre;63.941
PA;15;4901;Muaná;30.568
PA;15;4950;Nova Esperança do Piriá;24.062
PA;15;4976;Nova Ipixuna;15.097
PA;15;5007;Nova Timboteua;12.677
PA;15;5031;Novo Progresso;21.504
PA;15;5064;Novo Repartimento;55.762
PA;15;5106;Óbidos;48.429
PA;15;5205;Oeiras do Pará;26.796
PA;15;5304;Oriximiná;58.683
PA;15;5403;Ourém;15.841
PA;15;5437;Ourilândia do Norte;21.327
PA;15;5486;Pacajá;41.953
PA;15;5494;Palestina do Pará;7.301
PA;15;5502;Paragominas;97.350
PA;15;5536;Parauapebas;152.777
PA;15;5551;Pau D'Arco;6.522
PA;15;5601;Peixe-Boi;7.916
PA;15;5635;Piçarra;13.140
PA;15;5650;Placas;19.592
PA;15;5700;Ponta de Pedras;26.445
PA;15;5809;Portel;48.945
PA;15;5908;Porto de Moz;28.091
PA;15;6005;Prainha;26.570
PA;15;6104;Primavera;10.993
PA;15;6112;Quatipuru;13.459
PA;15;6138;Redenção;67.064
PA;15;6161;Rio Maria;17.437
PA;15;6187;Rondon do Pará;47.772
PA;15;6195;Rurópolis;36.068
PA;15;6203;Salinópolis;39.184
PA;15;6302;Salvaterra;18.124
PA;15;6351;Santa Bárbara do Pará;14.740
PA;15;6401;Santa Cruz do Arari;6.280
PA;15;6500;Santa Isabel do Pará;55.570
PA;15;6559;Santa Luzia do Pará;18.417
PA;15;6583;Santa Maria das Barreiras;17.778
PA;15;6609;Santa Maria do Pará;23.202
PA;15;6708;Santana do Araguaia;55.033
PA;15;6807;Santarém;276.665
PA;15;6906;Santarém Novo;6.347
PA;15;7003;Santo Antônio do Tauá;26.855
PA;15;7102;São Caetano de Odivelas;16.862
PA;15;7151;São Domingos do Araguaia;22.063
PA;15;7201;São Domingos do Capim;27.923
PA;15;7300;São Félix do Xingu;67.208
PA;15;7409;São Francisco do Pará;11.743
PA;15;7458;São Geraldo do Araguaia;25.027
PA;15;7466;São João da Ponta;5.038
PA;15;7474;São João de Pirabas;19.900
PA;15;7508;São João do Araguaia;11.923
PA;15;7607;São Miguel do Guamá;44.818
PA;15;7706;São Sebastião da Boa Vista;21.874
PA;15;7755;Sapucaia;5.609
PA;15;7805;Senador José Porfírio;14.434
PA;15;7904;Soure;22.459
PA;15;7953;Tailândia;72.720
PA;15;7961;Terra Alta;10.580
PA;15;7979;Terra Santa;16.004
PA;15;8001;Tomé-Açu;48.607
PA;15;8035;Tracuateua;27.825
PA;15;8050;Trairão;17.134
PA;15;8084;Tucumã;27.691
PA;15;8100;Tucuruí;96.010
PA;15;8126;Ulianópolis;36.020
PA;15;8159;Uruará;59.881(*)
PA;15;8209;Vigia;46.205
PA;15;8308;Viseu;55.512
PA;15;8357;Vitória do Xingu;9.664
PA;15;8407;Xinguara;40.529
AP;16;105;Amapá;7.802
AP;16;204;Calçoene;9.291
AP;16;212;Cutias;4.652
AP;16;238;Ferreira Gomes;5.475
AP;16;253;Itaubal;3.650
AP;16;279;Laranjal do Jari;40.357
AP;16;303;Macapá;366.484
AP;16;402;Mazagão;14.655
AP;16;501;Oiapoque;20.962
AP;16;154;Pedra Branca do Amapari;8.182
AP;16;535;Porto Grande;14.951
AP;16;550;Pracuúba;3.658
AP;16;600;Santana;97.220
AP;16;55;Serra do Navio;3.982
AP;16;709;Tartarugalzinho;13.769
AP;16;808;Vitória do Jari;11.519
TO;17;251;Abreulândia;2.321
TO;17;301;Aguiarnópolis;4.216
TO;17;350;Aliança do Tocantins;5.822
TO;17;400;Almas;7.605
TO;17;707;Alvorada;8.161
TO;17;1002;Ananás;9.514
TO;17;1051;Angico;3.300
TO;17;1101;Aparecida do Rio Negro;4.200
TO;17;1309;Aragominas;5.555
TO;17;1903;Araguacema;5.591
TO;17;2000;Araguaçu;9.225
TO;17;2109;Araguaína;119.637
TO;17;2158;Araguanã;5.248
TO;17;2208;Araguatins;26.771
TO;17;2307;Arapoema;7.029
TO;17;2406;Arraias;10.913
TO;17;2554;Augustinópolis;15.469
TO;17;2703;Aurora do Tocantins;3.523
TO;17;2901;Axixá do Tocantins;9.203
TO;17;3008;Babaçulândia;10.698
TO;17;3057;Bandeirantes do Tocantins;2.807
TO;17;3073;Barra do Ouro;3.691
TO;17;3107;Barrolândia;5.322
TO;17;3206;Bernardo Sayão;4.653
TO;17;3305;Bom Jesus do Tocantins;2.839
TO;17;3602;Brasilândia do Tocantins;2.208
TO;17;3701;Brejinho de Nazaré;5.506
TO;17;3800;Buriti do Tocantins;8.454
TO;17;3826;Cachoeirinha;2.255
TO;17;3842;Campos Lindos;8.079
TO;17;3867;Cariri do Tocantins;3.738
TO;17;3883;Carmolândia;2.420
TO;17;3891;Carrasco Bonito;3.428
TO;17;3909;Caseara;4.927
TO;17;4105;Centenário;2.485
TO;17;5102;Chapada da Natividade;3.840
TO;17;4600;Chapada de Areia;1.273
TO;17;5508;Colinas do Tocantins;30.666
TO;17;16703;Colméia;8.961
TO;17;5557;Combinado;5.070
TO;17;5607;Conceição do Tocantins;4.541
TO;17;6001;Couto de Magalhães;5.102
TO;17;6100;Cristalândia;6.628
TO;17;6258;Crixás do Tocantins;1.289
TO;17;6506;Darcinópolis;5.388
TO;17;7009;Dianópolis;19.524
TO;17;7108;Divinópolis do Tocantins;6.623
TO;17;7207;Dois Irmãos do Tocantins;7.254
TO;17;7306;Dueré;4.618
TO;17;7405;Esperantina;8.445
TO;17;7553;Fátima;4.123
TO;17;7652;Figueirópolis;4.883
TO;17;7702;Filadélfia;7.978
TO;17;8205;Formoso do Araguaia;18.719
TO;17;8254;Fortaleza do Tabocão;2.149
TO;17;8304;Goianorte;5.426
TO;17;9005;Goiatins;12.068
TO;17;9302;Guaraí;22.530
TO;17;9500;Gurupi;74.357
TO;17;9807;Ipueiras;1.813
TO;17;10508;Itacajá;6.534
TO;17;10706;Itaguatins;6.226
TO;17;10904;Itapiratins;3.543
TO;17;11100;Itaporã do Tocantins;3.135
TO;17;11506;Jaú do Tocantins;3.983
TO;17;11803;Juarina;2.185
TO;17;11902;Lagoa da Confusão;8.711
TO;17;11951;Lagoa do Tocantins;3.352
TO;17;12009;Lajeado;2.204
TO;17;12157;Lavandeira;1.683
TO;17;12405;Lizarda;3.729
TO;17;12454;Luzinópolis;2.959
TO;17;12504;Marianópolis do Tocantins;4.743
TO;17;12702;Mateiros;1.802
TO;17;12801;Maurilândia do Tocantins;3.322
TO;17;13205;Miracema do Tocantins;19.740
TO;17;13304;Miranorte;12.231
TO;17;13601;Monte do Carmo;6.723
TO;17;13700;Monte Santo do Tocantins;1.914
TO;17;13957;Muricilândia;2.958
TO;17;14203;Natividade;9.396
TO;17;14302;Nazaré;4.596
TO;17;14880;Nova Olinda;10.974
TO;17;15002;Nova Rosalândia;3.956
TO;17;15101;Novo Acordo;3.950
TO;17;15150;Novo Alegre;1.802
TO;17;15259;Novo Jardim;2.525
TO;17;15507;Oliveira de Fátima;1.129
TO;17;21000;Palmas;188.645
TO;17;15705;Palmeirante;4.959
TO;17;13809;Palmeiras do Tocantins;4.673
TO;17;15754;Palmeirópolis;8.492
TO;17;16109;Paraíso do Tocantins;42.015
TO;17;16208;Paranã;10.824
TO;17;16307;Pau D'Arco;4.964
TO;17;16505;Pedro Afonso;10.758
TO;17;16604;Peixe;9.018
TO;17;16653;Pequizeiro;4.971
TO;17;17008;Pindorama do Tocantins;4.500
TO;17;17206;Piraquê;3.127
TO;17;17503;Pium;6.701
TO;17;17800;Ponte Alta do Bom Jesus;4.664
TO;17;17909;Ponte Alta do Tocantins;6.818
TO;17;18006;Porto Alegre do Tocantins;2.968
TO;17;18204;Porto Nacional;46.722
TO;17;18303;Praia Norte;7.310
TO;17;18402;Presidente Kennedy;3.784
TO;17;18451;Pugmil;2.252
TO;17;18501;Recursolândia;3.839
TO;17;18550;Riachinho;3.808
TO;17;18659;Rio da Conceição;1.530
TO;17;18709;Rio dos Bois;2.136
TO;17;18758;Rio Sono;6.366
TO;17;18808;Sampaio;3.886
TO;17;18840;Sandolândia;3.562
TO;17;18865;Santa Fé do Araguaia;5.795
TO;17;18881;Santa Maria do Tocantins;2.807
TO;17;18899;Santa Rita do Tocantins;2.377
TO;17;18907;Santa Rosa do Tocantins;4.565
TO;17;19004;Santa Tereza do Tocantins;2.390
TO;17;20002;Santa Terezinha do Tocantins;2.343
TO;17;20101;São Bento do Tocantins;4.666
TO;17;20150;São Félix do Tocantins;1.468
TO;17;20200;São Miguel do Tocantins;10.737
TO;17;20259;São Salvador do Tocantins;3.136
TO;17;20309;São Sebastião do Tocantins;4.441
TO;17;20499;São Valério da Natividade;5.017
TO;17;20655;Silvanópolis;5.299
TO;17;20804;Sítio Novo do Tocantins;9.568
TO;17;20853;Sucupira;1.741
TO;17;20903;Taguatinga;14.655
TO;17;20937;Taipas do Tocantins;1.999
TO;17;20978;Talismã;2.663
TO;17;21109;Tocantínia;6.971
TO;17;21208;Tocantinópolis;21.826
TO;17;21257;Tupirama;1.474
TO;17;21307;Tupiratins;2.143
TO;17;22081;Wanderlândia;9.493
TO;17;22107;Xambioá;11.099
MA;21;55;Açailândia;101.130
MA;21;105;Afonso Cunha;5.948
MA;21;154;Água Doce do Maranhão;12.460
MA;21;204;Alcântara;22.020
MA;21;303;Aldeias Altas;22.667
MA;21;402;Altamira do Maranhão;7.771
MA;21;436;Alto Alegre do Maranhão;22.914
MA;21;477;Alto Alegre do Pindaré;33.211
MA;21;501;Alto Parnaíba;10.640
MA;21;550;Amapá do Maranhão;6.451
MA;21;600;Amarante do Maranhão;37.388
MA;21;709;Anajatuba;25.063
MA;21;808;Anapurus;13.257
MA;21;832;Apicum-Açu;13.890
MA;21;873;Araguanã;10.325
MA;21;907;Araioses;39.166
MA;21;956;Arame;27.750
MA;21;1004;Arari;28.787
MA;21;1103;Axixá;15.203
MA;21;1202;Bacabal;98.489
MA;21;1251;Bacabeira;15.574
MA;21;1301;Bacuri;16.585
MA;21;1350;Bacurituba;5.687
MA;21;1400;Balsas;83.617
MA;21;1509;Barão de Grajaú;17.231
MA;21;1608;Barra do Corda;81.329
MA;21;1707;Barreirinhas;50.354
MA;21;1772;Bela Vista do Maranhão;8.855
MA;21;1731;Belágua;5.953
MA;21;1806;Benedito Leite;5.567
MA;21;1905;Bequimão;21.508
MA;21;1939;Bernardo do Mearim;6.249
MA;21;1970;Boa Vista do Gurupi;7.895
MA;21;2002;Bom Jardim;39.224
MA;21;2036;Bom Jesus das Selvas;25.473
MA;21;2077;Bom Lugar;13.384
MA;21;2101;Brejo;32.453
MA;21;2150;Brejo de Areia;5.505
MA;21;2200;Buriti;26.202
MA;21;2309;Buriti Bravo;23.074
MA;21;2325;Buriticupu;64.685
MA;21;2358;Buritirana;15.051
MA;21;2374;Cachoeira Grande;9.286
MA;21;2408;Cajapió;10.337
MA;21;2507;Cajari;13.170
MA;21;2556;Campestre do Maranhão;12.716
MA;21;2606;Cândido Mendes;19.684
MA;21;2705;Cantanhede;19.564
MA;21;2754;Capinzal do Norte;10.688
MA;21;2804;Carolina;25.257
MA;21;2903;Carutapera;21.121
MA;21;3000;Caxias;148.072
MA;21;3109;Cedral;10.152
MA;21;3125;Central do Maranhão;9.246
MA;21;3158;Centro do Guilherme;7.432
MA;21;3174;Centro Novo do Maranhão;15.668
MA;21;3208;Chapadinha;70.537
MA;21;3257;Cidelândia;12.866
MA;21;3307;Codó;113.937
MA;21;3406;Coelho Neto;45.624
MA;21;3505;Colinas;36.787
MA;21;3554;Conceição do Lago-Açu;14.909
MA;21;3604;Coroatá;63.081
MA;21;3703;Cururupu;35.108
MA;21;3752;Davinópolis;12.091
MA;21;3802;Dom Pedro;22.086
MA;21;3901;Duque Bacelar;10.827
MA;21;4008;Esperantinópolis;18.815
MA;21;4057;Estreito;27.756
MA;21;4073;Feira Nova do Maranhão;7.899
MA;21;4081;Fernando Falcão;8.765
MA;21;4099;Formosa da Serra Negra;17.792
MA;21;4107;Fortaleza dos Nogueiras;11.972
MA;21;4206;Fortuna;14.922
MA;21;4305;Godofredo Viana;11.207
MA;21;4404;Gonçalves Dias;16.911
MA;21;4503;Governador Archer;10.330
MA;21;4552;Governador Edison Lobão;14.921
MA;21;4602;Governador Eugênio Barros;16.503
MA;21;4628;Governador Luiz Rocha;7.144
MA;21;4651;Governador Newton Bello;11.642
MA;21;4677;Governador Nunes Freire;24.520
MA;21;4701;Graça Aranha;6.470
MA;21;4800;Grajaú;56.633
MA;21;4909;Guimarães;12.740
MA;21;5005;Humberto de Campos;25.403
MA;21;5104;Icatu;25.557
MA;21;5153;Igarapé do Meio;12.291
MA;21;5203;Igarapé Grande;11.121
MA;21;5302;Imperatriz;236.691
MA;21;5351;Itaipava do Grajaú;13.964
MA;21;5401;Itapecuru Mirim;56.810
MA;21;5427;Itinga do Maranhão;26.125
MA;21;5450;Jatobá;8.909
MA;21;5476;Jenipapo dos Vieiras;15.438
MA;21;5500;João Lisboa;20.395
MA;21;5609;Joselândia;16.188
MA;21;5658;Junco do Maranhão;3.950
MA;21;5708;Lago da Pedra;44.272
MA;21;5807;Lago do Junco;9.888
MA;21;5948;Lago dos Rodrigues;7.940
MA;21;5906;Lago Verde;15.103
MA;21;5922;Lagoa do Mato;10.639
MA;21;5963;Lagoa Grande do Maranhão;9.363
MA;21;5989;Lajeado Novo;6.937
MA;21;6003;Lima Campos;11.794
MA;21;6102;Loreto;10.701
MA;21;6201;Luís Domingues;6.997
MA;21;6300;Magalhães de Almeida;14.808
MA;21;6326;Maracaçumé;18.414
MA;21;6359;Marajá do Sena;6.954
MA;21;6375;Maranhãozinho;12.684
MA;21;6409;Mata Roma;14.491
MA;21;6508;Matinha;21.204
MA;21;6607;Matões;29.386
MA;21;6631;Matões do Norte;11.295
MA;21;6672;Milagres do Maranhão;7.854
MA;21;6706;Mirador;19.991
MA;21;6755;Miranda do Norte;18.494
MA;21;6805;Mirinzal;14.311
MA;21;6904;Monção;28.602
MA;21;7001;Montes Altos;8.914
MA;21;7100;Morros;17.916
MA;21;7209;Nina Rodrigues;10.527
MA;21;7258;Nova Colinas;5.094
MA;21;7308;Nova Iorque;5.087
MA;21;7357;Nova Olinda do Maranhão;17.835
MA;21;7407;Olho d'Água das Cunhãs;17.923
MA;21;7456;Olinda Nova do Maranhão;12.684
MA;21;7506;Paço do Lumiar;103.958
MA;21;7605;Palmeirândia;18.772
MA;21;7704;Paraibano;20.255
MA;21;7803;Parnarama;36.300
MA;21;7902;Passagem Franca;17.898
MA;21;8009;Pastos Bons;18.306
MA;21;8058;Paulino Neves;13.355
MA;21;8108;Paulo Ramos;16.236
MA;21;8207;Pedreiras;38.934
MA;21;8256;Pedro do Rosário;22.856
MA;21;8306;Penalva;34.907
MA;21;8405;Peri Mirim;12.492
MA;21;8454;Peritoró;19.817
MA;21;8504;Pindaré-Mirim;32.236
MA;21;8603;Pinheiro;77.182
MA;21;8702;Pio XII;22.220
MA;21;8801;Pirapemas;15.500
MA;21;8900;Poção de Pedras;15.533
MA;21;9007;Porto Franco;19.503
MA;21;9056;Porto Rico do Maranhão;7.179
MA;21;9106;Presidente Dutra;41.303
MA;21;9205;Presidente Juscelino;12.382
MA;21;9239;Presidente Médici;6.363
MA;21;9270;Presidente Sarney;16.325
MA;21;9304;Presidente Vargas;10.191
MA;21;9403;Primeira Cruz;12.493
MA;21;9452;Raposa;25.837
MA;21;9502;Riachão;21.672
MA;21;9551;Ribamar Fiquene;7.477
MA;21;9601;Rosário;39.627
MA;21;9700;Sambaíba;6.038
MA;21;9759;Santa Filomena do Maranhão;5.804
MA;21;9809;Santa Helena;35.472
MA;21;9908;Santa Inês;85.701
MA;21;10005;Santa Luzia;71.455
MA;21;10039;Santa Luzia do Paruá;20.190
MA;21;10104;Santa Quitéria do Maranhão;29.551
MA;21;10203;Santa Rita;32.872
MA;21;10237;Santana do Maranhão;11.170
MA;21;10278;Santo Amaro do Maranhão;11.693
MA;21;10302;Santo Antônio dos Lopes;14.663
MA;21;10401;São Benedito do Rio Preto;17.818
MA;21;10500;São Bento;39.312
MA;21;10609;São Bernardo;26.615
MA;21;10658;São Domingos do Azeitão;7.252
MA;21;10708;São Domingos do Maranhão;33.506
MA;21;10807;São Félix de Balsas;4.442
MA;21;10856;São Francisco do Brejão;8.863
MA;21;10906;São Francisco do Maranhão;14.801
MA;21;11029;São João do Carú;12.511
MA;21;11052;São João do Paraíso;11.729
MA;21;11078;São João do Soter;17.326
MA;21;11102;São João dos Patos;24.357
MA;21;11003;São João Batista;18.570
MA;21;11201;São José de Ribamar;139.473
MA;21;11250;São José dos Basílios;7.489
MA;21;11300;São Luís;997.098
MA;21;11409;São Luís Gonzaga do Maranhão;19.877
MA;21;11508;São Mateus do Maranhão;39.622
MA;21;11532;São Pedro da Água Branca;11.481
MA;21;11573;São Pedro dos Crentes;4.144
MA;21;11607;São Raimundo das Mangabeiras;16.594
MA;21;11631;São Raimundo do Doca Bezerra;4.372
MA;21;11672;São Roberto;5.217
MA;21;11706;São Vicente Ferrer;20.463
MA;21;11722;Satubinha;8.715
MA;21;11748;Senador Alexandre Costa;9.414
MA;21;11763;Senador La Rocque;19.359
MA;21;11789;Serrano do Maranhão;11.085
MA;21;11805;Sítio Novo;16.086
MA;21;11904;Sucupira do Norte;10.535
MA;21;11953;Sucupira do Riachão;4.869
MA;21;12001;Tasso Fragoso;6.890
MA;21;12100;Timbiras;26.909
MA;21;12209;Timon;150.635
MA;21;12233;Trizidela do Vale;19.104
MA;21;12274;Tufilândia;5.687
MA;21;12308;Tuntum;39.380
MA;21;12407;Turiaçu;33.649
MA;21;12456;Turilândia;21.102
MA;21;12506;Tutóia;48.424
MA;21;12605;Urbano Santos;22.938
MA;21;12704;Vargem Grande;45.630
MA;21;12803;Viana;49.348
MA;21;12852;Vila Nova dos Martírios;9.185
MA;21;12902;Vitória do Mearim;32.018
MA;21;13009;Vitorino Freire;31.144
MA;21;14007;Zé Doca;46.265
PI;22;53;Acauã;7.354
PI;22;103;Agricolândia;5.094
PI;22;202;Água Branca;16.518
PI;22;251;Alagoinha do Piauí;7.736
PI;22;277;Alegrete do Piauí;4.595
PI;22;301;Alto Longá;14.147
PI;22;400;Altos;39.735
PI;22;459;Alvorada do Gurguéia;5.209
PI;22;509;Amarante;17.892
PI;22;608;Angical do Piauí;6.793
PI;22;707;Anísio de Abreu;8.552
PI;22;806;Antônio Almeida;3.267
PI;22;905;Aroazes;6.019
PI;22;954;Aroeiras do Itaim;2.759
PI;22;1002;Arraial;5.165
PI;22;1051;Assunção do Piauí;8.370
PI;22;1101;Avelino Lopes;12.039
PI;22;1150;Baixa Grande do Ribeiro;10.804
PI;22;1176;Barra D'Alcântara;3.886
PI;22;1200;Barras;44.913
PI;22;1309;Barreiras do Piauí;3.485
PI;22;1408;Barro Duro;6.853
PI;22;1507;Batalha;26.681
PI;22;1556;Bela Vista do Piauí;3.762
PI;22;1572;Belém do Piauí;2.912
PI;22;1606;Beneditinos;9.837
PI;22;1705;Bertolínia;5.484
