ESTIMATIVAS DA POPULAÇÃO RESIDENTE NOS MUNICÍPIOS BRASILEIROS COM DATA DE REFERÊNCIA EM 1º DE JULHO DE 2016;;;;;;
UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO;POPULAÇÃO ESTIMADA;;
MG;31;52600;Pouso Alto;6.210;;
MG;31;52709;Prados;8.972;;
MG;31;52808;Prata;27.637;;
MG;31;52907;Pratápolis;8.910;;
MG;31;53004;Pratinha;3.543;;
MG;31;53103;Presidente Bernardes;5.578;;
MG;31;53202;Presidente Juscelino;3.851;;
MG;31;53301;Presidente Kubitschek;3.059;;
MG;31;53400;Presidente Olegário;19.536;;
MG;31;53509;Alto Jequitibá;8.525;;
MG;31;53608;Prudente de Morais;10.485;;
MG;31;53707;Quartel Geral;3.537;;
MG;31;53806;Queluzito;1.953;;
MG;31;53905;Raposos;16.312;;
MG;31;54002;Raul Soares;24.381;;
MG;31;54101;Recreio;10.682;;
MG;31;54150;Reduto;7.071;;
MG;31;54200;Resende Costa;11.525;;
MG;31;54309;Resplendor;17.695;;
MG;31;54408;Ressaquinha;4.848;;
MG;31;54457;Riachinho;8.283;;
MG;31;54507;Riacho dos Machados;9.665;;
MG;31;54606;Ribeirão das Neves;325.846;;
MG;31;54705;Ribeirão Vermelho;4.042;;
MG;31;54804;Rio Acima;10.026;;
MG;31;54903;Rio Casca;14.187;;
MG;31;55009;Rio Doce;2.611;;
MG;31;55108;Rio do Prado;5.309;;
MG;31;55207;Rio Espera;5.876;;
MG;31;55306;Rio Manso;5.730;;
MG;31;55405;Rio Novo;9.067;;
MG;31;55504;Rio Paranaíba;12.431;;
MG;31;55603;Rio Pardo de Minas;30.878;;
MG;31;55702;Rio Piracicaba;14.613;;
MG;31;55801;Rio Pomba;18.001;;
MG;31;55900;Rio Preto;5.531;;
MG;31;56007;Rio Vermelho;13.523;;
MG;31;56106;Ritápolis;4.862;;
MG;31;56205;Rochedo de Minas;2.278;;
MG;31;56304;Rodeiro;7.758;;
MG;31;56403;Romaria;3.650;;
MG;31;56452;Rosário da Limeira;4.553;;
MG;31;56502;Rubelita;6.937;;
MG;31;56601;Rubim;10.354;;
MG;31;56700;Sabará;135.196;;
MG;31;56809;Sabinópolis;15.961;;
MG;31;56908;Sacramento;25.819;;
MG;31;57005;Salinas;41.494;;
MG;31;57104;Salto da Divisa;7.117;;
MG;31;57203;Santa Bárbara;30.436;;
MG;31;57252;Santa Bárbara do Leste;8.144;;
MG;31;57278;Santa Bárbara do Monte Verde;3.067;;
MG;31;57302;Santa Bárbara do Tugúrio;4.603;;
MG;31;57336;Santa Cruz de Minas;8.489;;
MG;31;57377;Santa Cruz de Salinas;4.359;;
MG;31;57401;Santa Cruz do Escalvado;4.981;;
MG;31;57500;Santa Efigênia de Minas;4.604;;
MG;31;57609;Santa Fé de Minas;3.997;;
MG;31;57658;Santa Helena de Minas;6.387;;
MG;31;57708;Santa Juliana;13.165;;
MG;31;57807;Santa Luzia;217.610;;
MG;31;57906;Santa Margarida;16.080;;
MG;31;58003;Santa Maria de Itabira;10.986;;
MG;31;58102;Santa Maria do Salto;5.387;;
MG;31;58201;Santa Maria do Suaçuí;14.883;;
MG;31;58300;Santana da Vargem;7.336;;
MG;31;58409;Santana de Cataguases;3.856;;
MG;31;58508;Santana de Pirapama;7.997;;
MG;31;58607;Santana do Deserto;4.024;;
MG;31;58706;Santana do Garambéu;2.419;;
MG;31;58805;Santana do Jacaré;4.845;;
MG;31;58904;Santana do Manhuaçu;8.849;;
MG;31;58953;Santana do Paraíso;32.232;;
MG;31;59001;Santana do Riacho;4.280;;
MG;31;59100;Santana dos Montes;3.892;;
MG;31;59209;Santa Rita de Caldas;9.208;;
MG;31;59308;Santa Rita de Jacutinga;5.054;;
MG;31;59357;Santa Rita de Minas;7.097;;
MG;31;59407;Santa Rita de Ibitipoca;3.580;;
MG;31;59506;Santa Rita do Itueto;5.719;;
MG;31;59605;Santa Rita do Sapucaí;41.886;;
MG;31;59704;Santa Rosa da Serra;3.377;;
MG;31;59803;Santa Vitória;19.520;;
MG;31;59902;Santo Antônio do Amparo;18.462;;
MG;31;60009;Santo Antônio do Aventureiro;3.664;;
MG;31;60108;Santo Antônio do Grama;4.087;;
MG;31;60207;Santo Antônio do Itambé;4.066;;
MG;31;60306;Santo Antônio do Jacinto;11.992;;
MG;31;60405;Santo Antônio do Monte;27.938;;
MG;31;60454;Santo Antônio do Retiro;7.315;;
MG;31;60504;Santo Antônio do Rio Abaixo;1.815;;
MG;31;60603;Santo Hipólito;3.231;;
MG;31;60702;Santos Dumont;47.560;;
MG;31;60801;São Bento Abade;5.103;;
MG;31;60900;São Brás do Suaçuí;3.730;;
MG;31;60959;São Domingos das Dores;5.680;;
MG;31;61007;São Domingos do Prata;17.792;;
MG;31;61056;São Félix de Minas;3.460;;
MG;31;61106;São Francisco;56.619;;
MG;31;61205;São Francisco de Paula;6.671;;
MG;31;61304;São Francisco de Sales;6.188;;
MG;31;61403;São Francisco do Glória;5.114;;
MG;31;61502;São Geraldo;11.736;;
MG;31;61601;São Geraldo da Piedade;4.251;;
MG;31;61650;São Geraldo do Baixio;3.878;;
MG;31;61700;São Gonçalo do Abaeté;6.840;;
MG;31;61809;São Gonçalo do Pará;11.823;;
MG;31;61908;São Gonçalo do Rio Abaixo;10.683;;
MG;31;62005;São Gonçalo do Sapucaí;25.399;;
MG;31;62104;São Gotardo;34.728;;
MG;31;62203;São João Batista do Glória;7.387;;
MG;31;62252;São João da Lagoa;4.922;;
MG;31;62302;São João da Mata;2.810;;
MG;31;62401;São João da Ponte;25.880;;
MG;31;62450;São João das Missões;12.760;;
MG;31;62500;São João del Rei;89.832;;
MG;31;62559;São João do Manhuaçu;11.262;;
MG;31;62575;São João do Manteninha;5.706;;
MG;31;62609;São João do Oriente;7.853;;
MG;31;62658;São João do Pacuí;4.369;;
MG;31;62708;São João do Paraíso;23.630;;
MG;31;62807;São João Evangelista;16.070;;
MG;31;62906;São João Nepomuceno;26.439;;
MG;31;62922;São Joaquim de Bicas;29.674;;
MG;31;62948;São José da Barra;7.323;;
MG;31;62955;São José da Lapa;22.592;;
MG;31;63003;São José da Safira;4.289;;
MG;31;63102;São José da Varginha;4.770;;
MG;31;63201;São José do Alegre;4.213;;
MG;31;63300;São José do Divino;3.945;;
MG;31;63409;São José do Goiabal;5.653;;
MG;31;63508;São José do Jacuri;6.660;;
MG;31;63607;São José do Mantimento;2.771;;
MG;31;63706;São Lourenço;45.128;;
MG;31;63805;São Miguel do Anta;7.032;;
MG;31;63904;São Pedro da União;4.944;;
MG;31;64001;São Pedro dos Ferros;8.231;;
MG;31;64100;São Pedro do Suaçuí;5.522;;
MG;31;64209;São Romão;11.727;;
MG;31;64308;São Roque de Minas;7.064;;
MG;31;64407;São Sebastião da Bela Vista;5.394;;
MG;31;64431;São Sebastião da Vargem Alegre;2.990;;
MG;31;64472;São Sebastião do Anta;6.355;;
MG;31;64506;São Sebastião do Maranhão;10.564;;
MG;31;64605;São Sebastião do Oeste;6.512;;
MG;31;64704;São Sebastião do Paraíso;70.066;;
MG;31;64803;São Sebastião do Rio Preto;1.591;;
MG;31;64902;São Sebastião do Rio Verde;2.239;;
MG;31;65008;São Tiago;11.046;;
MG;31;65107;São Tomás de Aquino;7.230;;
MG;31;65206;São Thomé das Letras;7.072;;
MG;31;65305;São Vicente de Minas;7.614;;
MG;31;65404;Sapucaí-Mirim;6.796;;
MG;31;65503;Sardoá;6.142;;
MG;31;65537;Sarzedo;30.478;;
MG;31;65552;Setubinha;11.952;;
MG;31;65560;Sem-Peixe;2.794;;
MG;31;65578;Senador Amaral;5.429;;
MG;31;65602;Senador Cortes;2.048;;
MG;31;65701;Senador Firmino;7.747;;
MG;31;65800;Senador José Bento;1.703;;
MG;31;65909;Senador Modestino Gonçalves;4.446;;
MG;31;66006;Senhora de Oliveira;5.886;;
MG;31;66105;Senhora do Porto;3.600;;
MG;31;66204;Senhora dos Remédios;10.604;;
MG;31;66303;Sericita;7.420;;
MG;31;66402;Seritinga;1.870;;
MG;31;66501;Serra Azul de Minas;4.368;;
MG;31;66600;Serra da Saudade;815;;
MG;31;66709;Serra dos Aimorés;8.789;;
MG;31;66808;Serra do Salitre;11.410;;
MG;31;66907;Serrania;7.804;;
MG;31;66956;Serranópolis de Minas;4.741;;
MG;31;67004;Serranos;2.026;;
MG;31;67103;Serro;21.431;;
MG;31;67202;Sete Lagoas;234.221;;
MG;31;67301;Silveirânia;2.287;;
MG;31;67400;Silvianópolis;6.299;;
MG;31;67509;Simão Pereira;2.646;;
MG;31;67608;Simonésia;19.530;;
MG;31;67707;Sobrália;5.816;;
MG;31;67806;Soledade de Minas;6.094;;
MG;31;67905;Tabuleiro;3.991;;
MG;31;68002;Taiobeiras;33.576;;
MG;31;68051;Taparuba;3.199;;
MG;31;68101;Tapira;4.598;;
MG;31;68200;Tapiraí;1.921;;
MG;31;68309;Taquaraçu de Minas;4.053;;
MG;31;68408;Tarumirim;14.670;;
MG;31;68507;Teixeiras;11.815;;
MG;31;68606;Teófilo Otoni;141.502;;
MG;31;68705;Timóteo;88.255;;
MG;31;68804;Tiradentes;7.726;;
MG;31;68903;Tiros;6.832;;
MG;31;69000;Tocantins;16.703;;
MG;31;69059;Tocos do Moji;4.136;;
MG;31;69109;Toledo;6.194;;
MG;31;69208;Tombos;8.899;;
MG;31;69307;Três Corações;78.474;;
MG;31;69356;Três Marias;31.366;;
MG;31;69406;Três Pontas;56.879;;
MG;31;69505;Tumiritinga;6.705;;
MG;31;69604;Tupaciguara;25.452;;
MG;31;69703;Turmalina;19.612;;
MG;31;69802;Turvolândia;4.995;;
MG;31;69901;Ubá;112.186;;
MG;31;70008;Ubaí;12.466;;
MG;31;70057;Ubaporanga;12.591;;
MG;31;70107;Uberaba;325.279;;
MG;31;70206;Uberlândia;669.672;;
MG;31;70305;Umburatiba;2.718;;
MG;31;70404;Unaí;83.448;;
MG;31;70438;União de Minas;4.463;;
MG;31;70479;Uruana de Minas;3.337;;
MG;31;70503;Urucânia;10.587;;
MG;31;70529;Urucuia;15.833;;
MG;31;70578;Vargem Alegre;6.633;;
MG;31;70602;Vargem Bonita;2.211;;
MG;31;70651;Vargem Grande do Rio Pardo;5.011;;
MG;31;70701;Varginha;133.384;;
MG;31;70750;Varjão de Minas;6.857;;
MG;31;70800;Várzea da Palma;38.838;;
MG;31;70909;Varzelândia;19.712;;
MG;31;71006;Vazante;20.720;;
MG;31;71030;Verdelândia;9.140;;
MG;31;71071;Veredinha;5.786;;
MG;31;71105;Veríssimo;3.870;;
MG;31;71154;Vermelho Novo;4.894;;
MG;31;71204;Vespasiano;120.510;;
MG;31;71303;Viçosa;77.863;;
MG;31;71402;Vieiras;3.753;;
MG;31;71501;Mathias Lobato;3.357;;
MG;31;71600;Virgem da Lapa;14.037;;
MG;31;71709;Virgínia;8.868;;
MG;31;71808;Virginópolis;10.801;;
MG;31;71907;Virgolândia;5.638;;
MG;31;72004;Visconde do Rio Branco;41.567;;
MG;31;72103;Volta Grande;5.302;;
MG;31;72202;Wenceslau Braz;2.616;;
ES;32;00102;Afonso Cláudio;32.407;;
ES;32;00136;Águia Branca;10.075;;
ES;32;00169;Água Doce do Norte;11.958;;
ES;32;00201;Alegre;32.175;;
ES;32;00300;Alfredo Chaves;15.029;;
ES;32;00359;Alto Rio Novo;7.979;;
ES;32;00409;Anchieta;28.091;;
ES;32;00508;Apiacá;7.928;;
ES;32;00607;Aracruz;96.746;;
ES;32;00706;Atilio Vivacqua;11.335;;
ES;32;00805;Baixo Guandu;31.633;;
ES;32;00904;Barra de São Francisco;44.946;;
ES;32;01001;Boa Esperança;15.390;;
ES;32;01100;Bom Jesus do Norte;10.215;;
ES;32;01159;Brejetuba;12.797;;
ES;32;01209;Cachoeiro de Itapemirim;210.325;;
ES;32;01308;Cariacica;384.621;;
ES;32;01407;Castelo;38.070;;
ES;32;01506;Colatina;123.598;;
ES;32;01605;Conceição da Barra;31.353;;
ES;32;01704;Conceição do Castelo;12.856;;
ES;32;01803;Divino de São Lourenço;4.630;;
ES;32;01902;Domingos Martins;34.589;;
ES;32;02009;Dores do Rio Preto;6.920;;
ES;32;02108;Ecoporanga;24.243;;
ES;32;02207;Fundão;20.376;;
ES;32;02256;Governador Lindenberg;12.444;;
ES;32;02306;Guaçuí;30.946;;
ES;32;02405;Guarapari;121.506;;
ES;32;02454;Ibatiba;25.567;;
ES;32;02504;Ibiraçu;12.471;;
ES;32;02553;Ibitirama;9.379;;
ES;32;02603;Iconha;13.904;;
ES;32;02652;Irupi;13.240;;
ES;32;02702;Itaguaçu;14.822;;
ES;32;02801;Itapemirim;34.585;;
ES;32;02900;Itarana;11.259;;
ES;32;03007;Iúna;29.743;;
ES;32;03056;Jaguaré;29.150;;
ES;32;03106;Jerônimo Monteiro;11.957;;
ES;32;03130;João Neiva;17.096;;
ES;32;03163;Laranja da Terra;11.447;;
ES;32;03205;Linhares;166.491;;
ES;32;03304;Mantenópolis;15.272;;
ES;32;03320;Marataízes;38.301;;
ES;32;03346;Marechal Floriano;16.339;;
ES;32;03353;Marilândia;12.479;;
ES;32;03403;Mimoso do Sul;27.369;;
ES;32;03502;Montanha;19.309;;
ES;32;03601;Mucurici;5.873;;
ES;32;03700;Muniz Freire;18.826;;
ES;32;03809;Muqui;15.717;;
ES;32;03908;Nova Venécia;50.647;;
ES;32;04005;Pancas;23.559;;
ES;32;04054;Pedro Canário;26.336;;
ES;32;04104;Pinheiros;26.863;;
ES;32;04203;Piúma;21.030;;
ES;32;04252;Ponto Belo;7.826;;
ES;32;04302;Presidente Kennedy;11.396;;
ES;32;04351;Rio Bananal;19.321;;
ES;32;04401;Rio Novo do Sul;12.070;;
ES;32;04500;Santa Leopoldina;12.887;;
ES;32;04559;Santa Maria de Jetibá;39.396;;
ES;32;04609;Santa Teresa;23.882;;
ES;32;04658;São Domingos do Norte;8.764;;
ES;32;04708;São Gabriel da Palha;36.858;;
ES;32;04807;São José do Calçado;11.024;;
ES;32;04906;São Mateus;126.437;;
ES;32;04955;São Roque do Canaã;12.483;;
ES;32;05002;Serra;494.109;;
ES;32;05010;Sooretama;28.509;;
ES;32;05036;Vargem Alta;21.396;;
ES;32;05069;Venda Nova do Imigrante;24.165;;
ES;32;05101;Viana;75.652;;
ES;32;05150;Vila Pavão;9.414;;
ES;32;05176;Vila Valério;14.677;;
ES;32;05200;Vila Velha;479.664;;
ES;32;05309;Vitória;359.555;;
RJ;33;00100;Angra dos Reis;191.504;;
RJ;33;00159;Aperibé;11.160;;
RJ;33;00209;Araruama;124.940;;
RJ;33;00225;Areal;12.058;;
RJ;33;00233;Armação dos Búzios;31.674;;
RJ;33;00258;Arraial do Cabo;29.077;;
RJ;33;00308;Barra do Piraí;97.152;;
RJ;33;00407;Barra Mansa;180.126;;
RJ;33;00456;Belford Roxo;494.141;;
RJ;33;00506;Bom Jardim;26.424;;
RJ;33;00605;Bom Jesus do Itabapoana;36.031;;
RJ;33;00704;Cabo Frio;212.289;;
RJ;33;00803;Cachoeiras de Macacu;56.603;;
RJ;33;00902;Cambuci;14.824;;
RJ;33;00936;Carapebus;15.293;;
RJ;33;00951;Comendador Levy Gasparian;8.255;;
RJ;33;01009;Campos dos Goytacazes;487.186;;
RJ;33;01108;Cantagalo;19.727;;
RJ;33;01157;Cardoso Moreira;12.538;;
RJ;33;01207;Carmo;18.322;;
RJ;33;01306;Casimiro de Abreu;41.167;;
RJ;33;01405;Conceição de Macabu;22.315;;
RJ;33;01504;Cordeiro;21.158;;
RJ;33;01603;Duas Barras;11.145;;
RJ;33;01702;Duque de Caxias;886.917;;
RJ;33;01801;Engenheiro Paulo de Frontin;13.521;;
RJ;33;01850;Guapimirim;57.105;;
RJ;33;01876;Iguaba Grande;26.430;;
RJ;33;01900;Itaboraí;230.786;;
RJ;33;02007;Itaguaí;120.855;;
RJ;33;02056;Italva;14.647;;
RJ;33;02106;Itaocara;22.736;;
RJ;33;02205;Itaperuna;99.504;;
RJ;33;02254;Itatiaia;30.475;;
RJ;33;02270;Japeri;100.562;;
RJ;33;02304;Laje do Muriaé;7.257;;
RJ;33;02403;Macaé;239.471;;
RJ;33;02452;Macuco;5.417;;
RJ;33;02502;Magé;236.319;;
RJ;33;02601;Mangaratiba;41.557;;
RJ;33;02700;Maricá;149.876;;
RJ;33;02809;Mendes;18.111;;
RJ;33;02858;Mesquita;171.020;;
RJ;33;02908;Miguel Pereira;24.855;;
RJ;33;03005;Miracema;26.607;;
RJ;33;03104;Natividade;14.986;;
RJ;33;03203;Nilópolis;158.319;;
RJ;33;03302;Niterói;497.883;;
RJ;33;03401;Nova Friburgo;185.102;;
RJ;33;03500;Nova Iguaçu;797.435;;
RJ;33;03609;Paracambi;50.071;;
RJ;33;03708;Paraíba do Sul;42.737;;
RJ;33;03807;Paraty;40.975;;
RJ;33;03856;Paty do Alferes;26.939;;
RJ;33;03906;Petrópolis;298.158;;
RJ;33;03955;Pinheiral;24.076;;
RJ;33;04003;Piraí;28.088;;
RJ;33;04102;Porciúncula;18.156;;
RJ;33;04110;Porto Real;18.552;;
RJ;33;04128;Quatis;13.666;;
RJ;33;04144;Queimados;144.525;;
RJ;33;04151;Quissamã;23.125;;
RJ;33;04201;Resende;126.084;;
RJ;33;04300;Rio Bonito;57.963;;
RJ;33;04409;Rio Claro;17.850;;
RJ;33;04508;Rio das Flores;8.943;;
RJ;33;04524;Rio das Ostras;136.626;;
RJ;33;04557;Rio de Janeiro;6.498.837;;
RJ;33;04607;Santa Maria Madalena;10.198;;
RJ;33;04706;Santo Antônio de Pádua;41.246;;
RJ;33;04755;São Francisco de Itabapoana;41.240;;
RJ;33;04805;São Fidélis;37.696;;
RJ;33;04904;São Gonçalo;1.044.058;;
RJ;33;05000;São João da Barra;34.884;;
RJ;33;05109;São João de Meriti;460.541;;
RJ;33;05133;São José de Ubá;7.236;;
RJ;33;05158;São José do Vale do Rio Preto;21.017;;
RJ;33;05208;São Pedro da Aldeia;98.470;;
RJ;33;05307;São Sebastião do Alto;9.075;;
RJ;33;05406;Sapucaia;17.604;;
RJ;33;05505;Saquarema;83.750;;
RJ;33;05554;Seropédica;83.667;;
RJ;33;05604;Silva Jardim;21.279;;
RJ;33;05703;Sumidouro;15.153;;
RJ;33;05752;Tanguá;32.703;;
RJ;33;05802;Teresópolis;174.587;;
RJ;33;05901;Trajano de Moraes;10.351;;
RJ;33;06008;Três Rios;79.230;;
RJ;33;06107;Valença;73.997;;
RJ;33;06156;Varre-Sai;10.500;;
RJ;33;06206;Vassouras;35.622;;
RJ;33;06305;Volta Redonda;263.659;;
SP;35;00105;Adamantina;35.094;;
SP;35;00204;Adolfo;3.616;;
SP;35;00303;Aguaí;35.189;;
SP;35;00402;Águas da Prata;8.065;;
SP;35;00501;Águas de Lindóia;18.412;;
SP;35;00550;Águas de Santa Bárbara;5.977;;
SP;35;00600;Águas de São Pedro;3.205;;
SP;35;00709;Agudos;36.704;;
SP;35;00758;Alambari;5.658;;
SP;35;00808;Alfredo Marcondes;4.118;;
SP;35;00907;Altair;4.085;;
SP;35;01004;Altinópolis;16.199;;
SP;35;01103;Alto Alegre;4.164;;
SP;35;01152;Alumínio;18.194;;
SP;35;01202;Álvares Florence;3.824;;
SP;35;01301;Álvares Machado;24.733;;
SP;35;01400;Álvaro de Carvalho;5.075;;
SP;35;01509;Alvinlândia;3.182;;
SP;35;01608;Americana;231.621;;
SP;35;01707;Américo Brasiliense;38.701;;
SP;35;01806;Américo de Campos;5.955;;
SP;35;01905;Amparo;70.742;;
SP;35;02002;Analândia;4.789;;
SP;35;02101;Andradina;57.300;;
SP;35;02200;Angatuba;24.400;;
SP;35;02309;Anhembi;6.397;;
SP;35;02408;Anhumas;4.026;;
SP;35;02507;Aparecida;36.248;;
SP;35;02606;Aparecida d'Oeste;4.362;;
SP;35;02705;Apiaí;25.077;;
SP;35;02754;Araçariguama;20.581;;
SP;35;02804;Araçatuba;193.828;;
SP;35;02903;Araçoiaba da Serra;31.915;;
SP;35;03000;Aramina;5.519;;
SP;35;03109;Arandu;6.360;;
SP;35;03158;Arapeí;2.516;;
SP;35;03208;Araraquara;228.664;;
SP;35;03307;Araras;130.102;;
SP;35;03356;Arco-Íris;1.873;;
SP;35;03406;Arealva;8.402;;
SP;35;03505;Areias;3.869;;
SP;35;03604;Areiópolis;11.078;;
SP;35;03703;Ariranha;9.365;;
SP;35;03802;Artur Nogueira;51.126;;
SP;35;03901;Arujá;85.199;;
SP;35;03950;Aspásia;1.845;;
SP;35;04008;Assis;102.268;;
SP;35;04107;Atibaia;138.449;;
SP;35;04206;Auriflama;15.024;;
SP;35;04305;Avaí;5.306;;
SP;35;04404;Avanhandava;12.918;;
SP;35;04503;Avaré;88.938;;
SP;35;04602;Bady Bassitt;16.604;;
SP;35;04701;Balbinos;5.006;;
SP;35;04800;Bálsamo;8.841;;
SP;35;04909;Bananal;10.821;;
SP;35;05005;Barão de Antonina;3.380;;
SP;35;05104;Barbosa;7.190;;
SP;35;05203;Bariri;34.328;;
SP;35;05302;Barra Bonita;36.326;;
SP;35;05351;Barra do Chapéu;5.619;;
SP;35;05401;Barra do Turvo;7.804;;
SP;35;05500;Barretos;119.948;;
SP;35;05609;Barrinha;31.579;;
SP;35;05708;Barueri;264.935;;
SP;35;05807;Bastos;21.070;;
SP;35;05906;Batatais;61.040;;
SP;35;06003;Bauru;369.368;;
SP;35;06102;Bebedouro;77.695;;
SP;35;06201;Bento de Abreu;2.902;;
SP;35;06300;Bernardino de Campos;11.169;;
SP;35;06359;Bertioga;57.942;;
SP;35;06409;Bilac;7.761;;
SP;35;06508;Birigui;119.536;;
SP;35;06607;Biritiba-Mirim;31.479;;
SP;35;06706;Boa Esperança do Sul;14.638;;
SP;35;06805;Bocaina;11.926;;
SP;35;06904;Bofete;11.059;;
SP;35;07001;Boituva;56.830;;
SP;35;07100;Bom Jesus dos Perdões;23.530;;
SP;35;07159;Bom Sucesso de Itararé;3.860;;
SP;35;07209;Borá;838;;
SP;35;07308;Boracéia;4.675;;
SP;35;07407;Borborema;15.681;;
SP;35;07456;Borebi;2.548;;
SP;35;07506;Botucatu;141.032;;
SP;35;07605;Bragança Paulista;162.435;;
SP;35;07704;Braúna;5.506;;
SP;35;07753;Brejo Alegre;2.790;;
SP;35;07803;Brodowski;23.780;;
SP;35;07902;Brotas;23.641;;
SP;35;08009;Buri;19.655;;
SP;35;08108;Buritama;16.714;;
SP;35;08207;Buritizal;4.377;;
SP;35;08306;Cabrália Paulista;4.371;;
SP;35;08405;Cabreúva;47.210;;
SP;35;08504;Caçapava;91.883;;
SP;35;08603;Cachoeira Paulista;32.536;;
SP;35;08702;Caconde;19.001;;
SP;35;08801;Cafelândia;17.573;;
SP;35;08900;Caiabu;4.208;;
SP;35;09007;Caieiras;97.016;;
SP;35;09106;Caiuá;5.628;;
SP;35;09205;Cajamar;72.875;;
SP;35;09254;Cajati;28.916;;
SP;35;09304;Cajobi;10.393;;
SP;35;09403;Cajuru;25.445;;
SP;35;09452;Campina do Monte Alegre;5.932;;
SP;35;09502;Campinas;1.173.370;;
SP;35;09601;Campo Limpo Paulista;81.693;;
SP;35;09700;Campos do Jordão;51.157;;
SP;35;09809;Campos Novos Paulista;4.870;;
SP;35;09908;Cananéia;12.606;;
SP;35;09957;Canas;4.914;;
SP;35;10005;Cândido Mota;31.198;;
SP;35;10104;Cândido Rodrigues;2.786;;
SP;35;10153;Canitar;4.956;;
SP;35;10203;Capão Bonito;47.475;;
SP;35;10302;Capela do Alto;19.747;;
SP;35;10401;Capivari;53.731;;
SP;35;10500;Caraguatatuba;115.071;;
SP;35;10609;Carapicuíba;394.465;;
SP;35;10708;Cardoso;12.305;;
SP;35;10807;Casa Branca;30.012;;
SP;35;10906;Cássia dos Coqueiros;2.607;;
SP;35;11003;Castilho;20.120;;
SP;35;11102;Catanduva;120.092;;
SP;35;11201;Catiguá;7.652;;
SP;35;11300;Cedral;8.870;;
SP;35;11409;Cerqueira César;19.304;;
SP;35;11508;Cerquilho;45.947;;
SP;35;11607;Cesário Lange;17.378;;
SP;35;11706;Charqueada;16.608;;
SP;35;11904;Clementina;8.124;;
SP;35;12001;Colina;18.311;;
SP;35;12100;Colômbia;6.218;;
SP;35;12209;Conchal;27.345;;
SP;35;12308;Conchas;17.523;;
SP;35;12407;Cordeirópolis;23.517;;
SP;35;12506;Coroados;5.820;;
SP;35;12605;Coronel Macedo;4.881;;
SP;35;12704;Corumbataí;4.045;;
SP;35;12803;Cosmópolis;67.960;;
SP;35;12902;Cosmorama;7.381;;
SP;35;13009;Cotia;233.696;;
SP;35;13108;Cravinhos;34.384;;
SP;35;13207;Cristais Paulista;8.343;;
SP;35;13306;Cruzália;2.185;;
SP;35;13405;Cruzeiro;81.406;;
SP;35;13504;Cubatão;127.887;;
SP;35;13603;Cunha;22.007;;
SP;35;13702;Descalvado;33.165;;
SP;35;13801;Diadema;415.180;;
SP;35;13850;Dirce Reis;1.779;;
SP;35;13900;Divinolândia;11.437;;
SP;35;14007;Dobrada;8.669;;
SP;35;14106;Dois Córregos;26.706;;
SP;35;14205;Dolcinópolis;2.139;;
SP;35;14304;Dourado;8.903;;
SP;35;14403;Dracena;46.088;;
SP;35;14502;Duartina;12.558;;
SP;35;14601;Dumont;9.325;;
SP;35;14700;Echaporã;6.281;;
SP;35;14809;Eldorado;15.388;;
SP;35;14908;Elias Fausto;17.241;;
SP;35;14924;Elisiário;3.494;;
SP;35;14957;Embaúba;2.479;;
SP;35;15004;Embu das Artes;264.448;;
SP;35;15103;Embu-Guaçu;67.788;;
SP;35;15129;Emilianópolis;3.186;;
SP;35;15152;Engenheiro Coelho;19.059;;
SP;35;15186;Espírito Santo do Pinhal;44.036;;
SP;35;15194;Espírito Santo do Turvo;4.668;;
SP;35;15202;Estrela d'Oeste;8.464;;
SP;35;15301;Estrela do Norte;2.765;;
SP;35;15350;Euclides da Cunha Paulista;9.600;;
SP;35;15400;Fartura;15.994;;
SP;35;15509;Fernandópolis;68.399;;
SP;35;15608;Fernando Prestes;5.771;;
SP;35;15657;Fernão;1.680;;
SP;35;15707;Ferraz de Vasconcelos;186.808;;
SP;35;15806;Flora Rica;1.602;;
SP;35;15905;Floreal;2.996;;
SP;35;16002;Flórida Paulista;14.143;;
SP;35;16101;Florínia;2.778;;
SP;35;16200;Franca;344.704;;
SP;35;16309;Francisco Morato;169.942;;
SP;35;16408;Franco da Rocha;147.650;;
SP;35;16507;Gabriel Monteiro;2.791;;
SP;35;16606;Gália;6.834;;
SP;35;16705;Garça;44.557;;
SP;35;16804;Gastão Vidigal;4.634;;
SP;35;16853;Gavião Peixoto;4.714;;
SP;35;16903;General Salgado;10.956;;
SP;35;17000;Getulina;11.325;;
SP;35;17109;Glicério;4.787;;
SP;35;17208;Guaiçara;11.752;;
SP;35;17307;Guaimbê;5.717;;
SP;35;17406;Guaíra;40.053;;
SP;35;17505;Guapiaçu;20.340;;
SP;35;17604;Guapiara;17.758;;
SP;35;17703;Guará;20.997;;
SP;35;17802;Guaraçaí;8.495;;
SP;35;17901;Guaraci;10.872;;
SP;35;18008;Guarani d'Oeste;2.018;;
SP;35;18107;Guarantã;6.662;;
SP;35;18206;Guararapes;32.502;;
SP;35;18305;Guararema;28.664;;
SP;35;18404;Guaratinguetá;119.753;;
SP;35;18503;Guareí;17.213;;
SP;35;18602;Guariba;38.861;;
SP;35;18701;Guarujá;313.421;;
SP;35;18800;Guarulhos;1.337.087;;
SP;35;18859;Guatapará;7.496;;
SP;35;18909;Guzolândia;5.142;;
SP;35;19006;Herculândia;9.338;;
SP;35;19055;Holambra;13.698;;
SP;35;19071;Hortolândia;219.039;;
