ESTIMATIVAS DA POPULAÇÃO RESIDENTE NOS MUNICÍPIOS BRASILEIROS COM DATA DE REFERÊNCIA EM 1º DE JULHO DE 2016;;;;;;
UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO;POPULAÇÃO ESTIMADA;;
PB;25;01609;Barra de Santa Rosa;15.286;;
PB;25;01708;Barra de São Miguel;5.943;;
PB;25;01807;Bayeux;96.583;;
PB;25;01906;Belém;17.640;;
PB;25;02003;Belém do Brejo do Cruz;7.334;;
PB;25;02052;Bernardino Batista;3.398;;
PB;25;02102;Boa Ventura;5.410;;
PB;25;02151;Boa Vista;6.986;;
PB;25;02201;Bom Jesus;2.550;;
PB;25;02300;Bom Sucesso;4.989;;
PB;25;02409;Bonito de Santa Fé;11.814;;
PB;25;02508;Boqueirão;17.757;;
PB;25;02607;Igaracy;6.182;;
PB;25;02706;Borborema;5.399;;
PB;25;02805;Brejo do Cruz;14.006;;
PB;25;02904;Brejo dos Santos;6.435;;
PB;25;03001;Caaporã;21.717;;
PB;25;03100;Cabaceiras;5.511;;
PB;25;03209;Cabedelo;66.858;;
PB;25;03308;Cachoeira dos Índios;10.191;;
PB;25;03407;Cacimba de Areia;3.731;;
PB;25;03506;Cacimba de Dentro;17.153;;
PB;25;03555;Cacimbas;7.148;;
PB;25;03605;Caiçara;7.288;;
PB;25;03704;Cajazeiras;61.816;;
PB;25;03753;Cajazeirinhas;3.181;;
PB;25;03803;Caldas Brandão;5.986;;
PB;25;03902;Camalaú;5.996;;
PB;25;04009;Campina Grande;407.754;;
PB;25;04033;Capim;6.441;;
PB;25;04074;Caraúbas;4.143;;
PB;25;04108;Carrapateira;2.635;;
PB;25;04157;Casserengue;7.436;;
PB;25;04207;Catingueira;4.927;;
PB;25;04306;Catolé do Rocha;30.360;;
PB;25;04355;Caturité;4.810;;
PB;25;04405;Conceição;18.903;;
PB;25;04504;Condado;6.743;;
PB;25;04603;Conde;24.380;;
PB;25;04702;Congo;4.785;;
PB;25;04801;Coremas;15.418;;
PB;25;04850;Coxixola;1.909;;
PB;25;04900;Cruz do Espírito Santo;17.389;;
PB;25;05006;Cubati;7.234;;
PB;25;05105;Cuité;20.337;;
PB;25;05204;Cuitegi;6.815;;
PB;25;05238;Cuité de Mamanguape;6.349;;
PB;25;05279;Curral de Cima;5.238;;
PB;25;05303;Curral Velho;2.520;;
PB;25;05352;Damião;5.296;;
PB;25;05402;Desterro;8.280;;
PB;25;05501;Vista Serrana;3.777;;
PB;25;05600;Diamante;6.570;;
PB;25;05709;Dona Inês;10.419;;
PB;25;05808;Duas Estradas;3.606;;
PB;25;05907;Emas;3.507;;
PB;25;06004;Esperança;33.031;;
PB;25;06103;Fagundes;11.345;;
PB;25;06202;Frei Martinho;2.988;;
PB;25;06251;Gado Bravo;8.443;;
PB;25;06301;Guarabira;58.529;;
PB;25;06400;Gurinhém;14.126;;
PB;25;06509;Gurjão;3.407;;
PB;25;06608;Ibiara;5.949;;
PB;25;06707;Imaculada;11.792;;
PB;25;06806;Ingá;18.105;;
PB;25;06905;Itabaiana;24.519;;
PB;25;07002;Itaporanga;24.674;;
PB;25;07101;Itapororoca;18.527;;
PB;25;07200;Itatuba;10.809;;
PB;25;07309;Jacaraú;14.348;;
PB;25;07408;Jericó;7.730;;
PB;25;07507;João Pessoa;801.718;;
PB;25;07606;Juarez Távora;7.901;;
PB;25;07705;Juazeirinho;18.061;;
PB;25;07804;Junco do Seridó;7.111;;
PB;25;07903;Juripiranga;10.721;;
PB;25;08000;Juru;9.880;;
PB;25;08109;Lagoa;4.676;;
PB;25;08208;Lagoa de Dentro;7.645;;
PB;25;08307;Lagoa Seca;27.398;;
PB;25;08406;Lastro;2.745;;
PB;25;08505;Livramento;7371(4);;
PB;25;08554;Logradouro;4.299;;
PB;25;08604;Lucena;12.965;;
PB;25;08703;Mãe d'Água;4.017;;
PB;25;08802;Malta;5.668;;
PB;25;08901;Mamanguape;44.694;;
PB;25;09008;Manaíra;11.094;;
PB;25;09057;Marcação;8.475;;
PB;25;09107;Mari;21.806;;
PB;25;09156;Marizópolis;6.569;;
PB;25;09206;Massaranduba;13.755;;
PB;25;09305;Mataraca;8.345;;
PB;25;09339;Matinhas;4.517;;
PB;25;09370;Mato Grosso;2.892;;
PB;25;09396;Maturéia;6.516;;
PB;25;09404;Mogeiro;13.300;;
PB;25;09503;Montadas;5.611;;
PB;25;09602;Monte Horebe;4.793;;
PB;25;09701;Monteiro;33.039;;
PB;25;09800;Mulungu;9.882;;
PB;25;09909;Natuba;10.455;;
PB;25;10006;Nazarezinho;7.307;;
PB;25;10105;Nova Floresta;10.644;;
PB;25;10204;Nova Olinda;5.971;;
PB;25;10303;Nova Palmeira;4.849;;
PB;25;10402;Olho d'Água;6.578;;
PB;25;10501;Olivedos;3.916;;
PB;25;10600;Ouro Velho;3.033;;
PB;25;10659;Parari;1.782;;
PB;25;10709;Passagem;2.404;;
PB;25;10808;Patos;107.067;;
PB;25;10907;Paulista;12.263;;
PB;25;11004;Pedra Branca;3.800;;
PB;25;11103;Pedra Lavrada;8.053;;
PB;25;11202;Pedras de Fogo;28.395;;
PB;25;11301;Piancó;16.039;;
PB;25;11400;Picuí;18.704;;
PB;25;11509;Pilar;11.863;;
PB;25;11608;Pilões;6.667;;
PB;25;11707;Pilõezinhos;5.099;;
PB;25;11806;Pirpirituba;10.570;;
PB;25;11905;Pitimbu;18.938;;
PB;25;12002;Pocinhos;18.451;;
PB;25;12036;Poço Dantas;3.774;;
PB;25;12077;Poço de José de Moura;4.282;;
PB;25;12101;Pombal;32.739;;
PB;25;12200;Prata;4.145;;
PB;25;12309;Princesa Isabel;23.247;;
PB;25;12408;Puxinanã;13.638;;
PB;25;12507;Queimadas;43.945;;
PB;25;12606;Quixaba;1.933;;
PB;25;12705;Remígio;19.368;;
PB;25;12721;Pedro Régis;6.067;;
PB;25;12747;Riachão;3.570;;
PB;25;12754;Riachão do Bacamarte;4.503;;
PB;25;12762;Riachão do Poço;4.481;;
PB;25;12788;Riacho de Santo Antônio;1.955;;
PB;25;12804;Riacho dos Cavalos;8.587;;
PB;25;12903;Rio Tinto;24.090;;
PB;25;13000;Salgadinho;3.927;;
PB;25;13109;Salgado de São Félix;12.145;;
PB;25;13158;Santa Cecília;6.570;;
PB;25;13208;Santa Cruz;6.582;;
PB;25;13307;Santa Helena;5.902;;
PB;25;13356;Santa Inês;3.595;;
PB;25;13406;Santa Luzia;15.341;;
PB;25;13505;Santana de Mangueira;5.191;;
PB;25;13604;Santana dos Garrotes;7.067;;
PB;25;13653;Joca Claudino;2.685;;
PB;25;13703;Santa Rita;135.915;;
PB;25;13802;Santa Teresinha;4.582;;
PB;25;13851;Santo André;2.529;;
PB;25;13901;São Bento;33.847;;
PB;25;13927;São Bentinho;4.497;;
PB;25;13943;São Domingos do Cariri;2.582;;
PB;25;13968;São Domingos;3.091;;
PB;25;13984;São Francisco;3.369;;
PB;25;14008;São João do Cariri;4.309;;
PB;25;14107;São João do Tigre;4.427;;
PB;25;14206;São José da Lagoa Tapada;7.678;;
PB;25;14305;São José de Caiana;6.256;;
PB;25;14404;São José de Espinharas;4.659;;
PB;25;14453;São José dos Ramos;5.920;;
PB;25;14503;São José de Piranhas;20.062;;
PB;25;14552;São José de Princesa;3.897;;
PB;25;14602;São José do Bonfim;3.530;;
PB;25;14651;São José do Brejo do Cruz;1.793;;
PB;25;14701;São José do Sabugi;4.135;;
PB;25;14800;São José dos Cordeiros;3.720;;
PB;25;14909;São Mamede;7.738;;
PB;25;15005;São Miguel de Taipu;7.131;;
PB;25;15104;São Sebastião de Lagoa de Roça;11.762;;
PB;25;15203;São Sebastião do Umbuzeiro;3.469;;
PB;25;15302;Sapé;52.463;;
PB;25;15401;São Vicente do Seridó;10.994;;
PB;25;15500;Serra Branca;13.637;;
PB;25;15609;Serra da Raiz;3.137;;
PB;25;15708;Serra Grande;3.089;;
PB;25;15807;Serra Redonda;7.036;;
PB;25;15906;Serraria;6.123;;
PB;25;15930;Sertãozinho;4.969;;
PB;25;15971;Sobrado;7.754;;
PB;25;16003;Solânea;26.551;;
PB;25;16102;Soledade;14.853;;
PB;25;16151;Sossêgo;3.522;;
PB;25;16201;Sousa;69.196;;
PB;25;16300;Sumé;16.872;;
PB;25;16409;Tacima;10.896;;
PB;25;16508;Taperoá;15193(4);;
PB;25;16607;Tavares;14.615;;
PB;25;16706;Teixeira;15.085;;
PB;25;16755;Tenório;3.039;;
PB;25;16805;Triunfo;9.465;;
PB;25;16904;Uiraúna;15.307;;
PB;25;17001;Umbuzeiro;9.901;;
PB;25;17100;Várzea;2.784;;
PB;25;17209;Vieirópolis;5.327;;
PB;25;17407;Zabelê;2.227;;
PE;26;00054;Abreu e Lima;98.990;;
PE;26;00104;Afogados da Ingazeira;36.866;;
PE;26;00203;Afrânio;19.225;;
PE;26;00302;Agrestina;24.454;;
PE;26;00401;Água Preta;36.040;;
PE;26;00500;Águas Belas;42.831;;
PE;26;00609;Alagoinha;14.431;;
PE;26;00708;Aliança;38.261;;
PE;26;00807;Altinho;22.886;;
PE;26;00906;Amaraji;22.685;;
PE;26;01003;Angelim;10.965;;
PE;26;01052;Araçoiaba;20.046;;
PE;26;01102;Araripina;83.287;;
PE;26;01201;Arcoverde;73.154;;
PE;26;01300;Barra de Guabiraba;14.091;;
PE;26;01409;Barreiros;42.331;;
PE;26;01508;Belém de Maria;11.941;;
PE;26;01607;Belém do São Francisco;20.672;;
PE;26;01706;Belo Jardim;75.729;;
PE;26;01805;Betânia;12.589;;
PE;26;01904;Bezerros;60.469;;
PE;26;02001;Bodocó;37.571;;
PE;26;02100;Bom Conselho;47.991;;
PE;26;02209;Bom Jardim;38.976;;
PE;26;02308;Bonito;38.069;;
PE;26;02407;Brejão;8.980;;
PE;26;02506;Brejinho;7.464;;
PE;26;02605;Brejo da Madre de Deus;49.624;;
PE;26;02704;Buenos Aires;13.050;;
PE;26;02803;Buíque;57.120;;
PE;26;02902;Cabo de Santo Agostinho;202.636;;
PE;26;03009;Cabrobó;33.557;;
PE;26;03108;Cachoeirinha;20.082;;
PE;26;03207;Caetés;28.326;;
PE;26;03306;Calçado;11.094;;
PE;26;03405;Calumbi;5.741;;
PE;26;03454;Camaragibe;155.228;;
PE;26;03504;Camocim de São Félix;18.440;;
PE;26;03603;Camutanga;8.472;;
PE;26;03702;Canhotinho;24.799;;
PE;26;03801;Capoeiras;19.994;;
PE;26;03900;Carnaíba;19.380;;
PE;26;03926;Carnaubeira da Penha;12.706;;
PE;26;04007;Carpina;81.884;;
PE;26;04106;Caruaru;351.686;;
PE;26;04155;Casinhas;14.247;;
PE;26;04205;Catende;41.865;;
PE;26;04304;Cedro;11.607;;
PE;26;04403;Chã de Alegria;13.302;;
PE;26;04502;Chã Grande;21.402;;
PE;26;04601;Condado;26.008;;
PE;26;04700;Correntes;18.033;;
PE;26;04809;Cortês;12.581;;
PE;26;04908;Cumaru;12.332;;
PE;26;05004;Cupira;23.909;;
PE;26;05103;Custódia;36.474;;
PE;26;05152;Dormentes;18.510;;
PE;26;05202;Escada;67.839;;
PE;26;05301;Exu;31.858;;
PE;26;05400;Feira Nova;21.836;;
PE;26;05459;Fernando de Noronha;2.974;;
PE;26;05509;Ferreiros;12.008;;
PE;26;05608;Flores;22.577;;
PE;26;05707;Floresta;32.152;;
PE;26;05806;Frei Miguelinho;15.234;;
PE;26;05905;Gameleira;30.426;;
PE;26;06002;Garanhuns;137.810;;
PE;26;06101;Glória do Goitá;30.324;;
PE;26;06200;Goiana;78.940;;
PE;26;06309;Granito;7.363;;
PE;26;06408;Gravatá;82.579;;
PE;26;06507;Iati;19.056;;
PE;26;06606;Ibimirim;28.798;;
PE;26;06705;Ibirajuba;7.730;;
PE;26;06804;Igarassu;113.956;;
PE;26;06903;Iguaracy;12.156;;
PE;26;07000;Inajá;22.374;;
PE;26;07109;Ingazeira;4.549;;
PE;26;07208;Ipojuca;92.965;;
PE;26;07307;Ipubi;30.091;;
PE;26;07406;Itacuruba;4.807;;
PE;26;07505;Itaíba;26.362;;
PE;26;07604;Ilha de Itamaracá;25.346;;
PE;26;07653;Itambé;36.299;;
PE;26;07703;Itapetim;13.708;;
PE;26;07752;Itapissuma;26.073;;
PE;26;07802;Itaquitinga;16.806;;
PE;26;07901;Jaboatão dos Guararapes;691.125;;
PE;26;07950;Jaqueira;11.649;;
PE;26;08008;Jataúba;16.943;;
PE;26;08057;Jatobá;14.646;;
PE;26;08107;João Alfredo;33.217;;
PE;26;08206;Joaquim Nabuco;16.004;;
PE;26;08255;Jucati;11.269;;
PE;26;08305;Jupi;14.620;;
PE;26;08404;Jurema;15.229;;
PE;26;08453;Lagoa do Carro;17.654;;
PE;26;08503;Lagoa de Itaenga;21.308;;
PE;26;08602;Lagoa do Ouro;12.951;;
PE;26;08701;Lagoa dos Gatos;16.190;;
PE;26;08750;Lagoa Grande;25.030;;
PE;26;08800;Lajedo;39.570;;
PE;26;08909;Limoeiro;56.203;;
PE;26;09006;Macaparana;25.114;;
PE;26;09105;Machados;15.571;;
PE;26;09154;Manari;20.681;;
PE;26;09204;Maraial;11.570;;
PE;26;09303;Mirandiba;15.185;;
PE;26;09402;Moreno;61.577;;
PE;26;09501;Nazaré da Mata;32.174;;
PE;26;09600;Olinda;390.144;;
PE;26;09709;Orobó;23.717;;
PE;26;09808;Orocó;14.623;;
PE;26;09907;Ouricuri;68.236;;
PE;26;10004;Palmares;62.571;;
PE;26;10103;Palmeirina;7.864;;
PE;26;10202;Panelas;26.440;;
PE;26;10301;Paranatama;11.403;;
PE;26;10400;Parnamirim;21.290;;
PE;26;10509;Passira;28.935;;
PE;26;10608;Paudalho;55.493;;
PE;26;10707;Paulista;325.590;;
PE;26;10806;Pedra;22.455;;
PE;26;10905;Pesqueira;66.524;;
PE;26;11002;Petrolândia;35.731;;
PE;26;11101;Petrolina;337.683;;
PE;26;11200;Poção;11.266;;
PE;26;11309;Pombos;26.902;;
PE;26;11408;Primavera;14.657;;
PE;26;11507;Quipapá;25.686;;
PE;26;11533;Quixaba;6.812;;
PE;26;11606;Recife;1.625.583;;
PE;26;11705;Riacho das Almas;20.286;;
PE;26;11804;Ribeirão;46.877;;
PE;26;11903;Rio Formoso;23.282;;
PE;26;12000;Sairé;10.247;;
PE;26;12109;Salgadinho;10.588;;
PE;26;12208;Salgueiro;60.117;;
PE;26;12307;Saloá;15.761;;
PE;26;12406;Sanharó;25.521;;
PE;26;12455;Santa Cruz;15.032;;
PE;26;12471;Santa Cruz da Baixa Verde;12.439;;
PE;26;12505;Santa Cruz do Capibaribe;103.660;;
PE;26;12554;Santa Filomena;14.265;;
PE;26;12604;Santa Maria da Boa Vista;41.475;;
PE;26;12703;Santa Maria do Cambucá;13.921;;
PE;26;12802;Santa Terezinha;11.682;;
PE;26;12901;São Benedito do Sul;15.497;;
PE;26;13008;São Bento do Una;58.251;;
PE;26;13107;São Caitano;36.895;;
PE;26;13206;São João;22.518;;
PE;26;13305;São Joaquim do Monte;21.215;;
PE;26;13404;São José da Coroa Grande;20.654;;
PE;26;13503;São José do Belmonte;33.742;;
PE;26;13602;São José do Egito;33.537;;
PE;26;13701;São Lourenço da Mata;111.197;;
PE;26;13800;São Vicente Ferrer;17.834;;
PE;26;13909;Serra Talhada;84.970;;
PE;26;14006;Serrita;19.049;;
PE;26;14105;Sertânia;35.521;;
PE;26;14204;Sirinhaém;44.734;;
PE;26;14303;Moreilândia;11.240;;
PE;26;14402;Solidão;5.964;;
PE;26;14501;Surubim;63.780;;
PE;26;14600;Tabira;28.132;;
PE;26;14709;Tacaimbó;12.872;;
PE;26;14808;Tacaratu;25.003;;
PE;26;14857;Tamandaré;22.850;;
PE;26;15003;Taquaritinga do Norte;27.981;;
PE;26;15102;Terezinha;7.089;;
PE;26;15201;Terra Nova;10.313;;
PE;26;15300;Timbaúba;53.328;;
PE;26;15409;Toritama;43.174;;
PE;26;15508;Tracunhaém;13.643;;
PE;26;15607;Trindade;29.842;;
PE;26;15706;Triunfo;15.235;;
PE;26;15805;Tupanatinga;26.727;;
PE;26;15904;Tuparetama;8.159;;
PE;26;16001;Venturosa;18.067;;
PE;26;16100;Verdejante;9.471;;
PE;26;16183;Vertente do Lério;7.693;;
PE;26;16209;Vertentes;20.222;;
PE;26;16308;Vicência;32.296;;
PE;26;16407;Vitória de Santo Antão;136.706;;
PE;26;16506;Xexéu;14.618;;
AL;27;00102;Água Branca;20.422;;
AL;27;00201;Anadia;17.832;;
AL;27;00300;Arapiraca;232.671;;
AL;27;00409;Atalaia;47.528;;
AL;27;00508;Barra de Santo Antônio;15.909;;
AL;27;00607;Barra de São Miguel;8.336;;
AL;27;00706;Batalha;18.631;;
AL;27;00805;Belém;4.517;;
AL;27;00904;Belo Monte;6.786;;
AL;27;01001;Boca da Mata;27.498;;
AL;27;01100;Branquinha;10.709;;
AL;27;01209;Cacimbinhas;10.859;;
AL;27;01308;Cajueiro;21.443;;
AL;27;01357;Campestre;7.002;;
AL;27;01407;Campo Alegre;57.008;;
AL;27;01506;Campo Grande;9.678;;
AL;27;01605;Canapi;17.980;;
AL;27;01704;Capela;17.428;;
AL;27;01803;Carneiros;9.065;;
AL;27;01902;Chã Preta;7.424;;
AL;27;02009;Coité do Nóia;10.939;;
AL;27;02108;Colônia Leopoldina;21.786;;
AL;27;02207;Coqueiro Seco;5.895;;
AL;27;02306;Coruripe;57.079;;
AL;27;02355;Craíbas;24.403;;
AL;27;02405;Delmiro Gouveia;52.306;;
AL;27;02504;Dois Riachos;11.219;;
AL;27;02553;Estrela de Alagoas;18.373;;
AL;27;02603;Feira Grande;22.458;;
AL;27;02702;Feliz Deserto;4.777;;
AL;27;02801;Flexeiras;12.943;;
AL;27;02900;Girau do Ponciano;40.912;;
AL;27;03007;Ibateguara;15.822;;
AL;27;03106;Igaci;26.031;;
AL;27;03205;Igreja Nova;24.687;;
AL;27;03304;Inhapi;18.637;;
AL;27;03403;Jacaré dos Homens;5.391;;
AL;27;03502;Jacuípe;7.148;;
AL;27;03601;Japaratinga;8.403;;
AL;27;03700;Jaramataia;5.685;;
AL;27;03759;Jequiá da Praia;11.824;;
AL;27;03809;Joaquim Gomes;24.174;;
AL;27;03908;Jundiá;4.249;;
AL;27;04005;Junqueiro;25.088;;
AL;27;04104;Lagoa da Canoa;18.256;;
AL;27;04203;Limoeiro de Anadia;28.793;;
AL;27;04302;Maceió;1.021.709;;
AL;27;04401;Major Isidoro;20.126;;
AL;27;04500;Maragogi;32.568;;
AL;27;04609;Maravilha;9.588;;
AL;27;04708;Marechal Deodoro;51.715;;
AL;27;04807;Maribondo;13.587;;
AL;27;04906;Mar Vermelho;3.600;;
AL;27;05002;Mata Grande;25.589;;
AL;27;05101;Matriz de Camaragibe;25.010;;
AL;27;05200;Messias;17.789;;
AL;27;05309;Minador do Negrão;5.419;;
AL;27;05408;Monteirópolis;7.251;;
AL;27;05507;Murici;28.462;;
AL;27;05606;Novo Lino;12.735;;
AL;27;05705;Olho d'Água das Flores;21.706;;
AL;27;05804;Olho d'Água do Casado;9.381;;
AL;27;05903;Olho d'Água Grande;5.187;;
AL;27;06000;Olivença;11.731;;
AL;27;06109;Ouro Branco;11.589;;
AL;27;06208;Palestina;5.036;;
AL;27;06307;Palmeira dos Índios;74.049;;
AL;27;06406;Pão de Açúcar;24.834;;
AL;27;06422;Pariconha;10.674;;
AL;27;06448;Paripueira;13.076;;
AL;27;06505;Passo de Camaragibe;15.441;;
AL;27;06604;Paulo Jacinto;7.680;;
AL;27;06703;Penedo;64.292;;
AL;27;06802;Piaçabuçu;18.043;;
AL;27;06901;Pilar;35.428;;
AL;27;07008;Pindoba;2.954;;
AL;27;07107;Piranhas;25.130;;
AL;27;07206;Poço das Trincheiras;14.535;;
AL;27;07305;Porto Calvo;27.398;;
AL;27;07404;Porto de Pedras;8.055;;
AL;27;07503;Porto Real do Colégio;20.268;;
AL;27;07602;Quebrangulo;11.542;;
AL;27;07701;Rio Largo;75.688;;
AL;27;07800;Roteiro;6.788;;
AL;27;07909;Santa Luzia do Norte;7.357;;
AL;27;08006;Santana do Ipanema;48.033;;
AL;27;08105;Santana do Mundaú;10.952;;
AL;27;08204;São Brás;7.046;;
AL;27;08303;São José da Laje;24.140;;
AL;27;08402;São José da Tapera;32.455;;
AL;27;08501;São Luís do Quitunde;34.798;;
AL;27;08600;São Miguel dos Campos;61.204;;
AL;27;08709;São Miguel dos Milagres;7.951;;
AL;27;08808;São Sebastião;34.387;;
AL;27;08907;Satuba;13.824;;
AL;27;08956;Senador Rui Palmeira;13.974;;
AL;27;09004;Tanque d'Arca;6.293;;
AL;27;09103;Taquarana;20.097;;
AL;27;09152;Teotônio Vilela;44.426;;
AL;27;09202;Traipu;27.938;;
AL;27;09301;União dos Palmares;66.255;;
AL;27;09400;Viçosa;26.176;;
SE;28;00100;Amparo de São Francisco;2.382;;
SE;28;00209;Aquidabã;21.452;;
SE;28;00308;Aracaju;641.523;;
SE;28;00407;Arauá;10.467;;
SE;28;00506;Areia Branca;18.329;;
SE;28;00605;Barra dos Coqueiros;29.248;;
SE;28;00670;Boquim;26.856;;
SE;28;00704;Brejo Grande;8.271;;
SE;28;01009;Campo do Brito;17.986;;
SE;28;01108;Canhoba;4.057;;
SE;28;01207;Canindé de São Francisco;28.832;;
SE;28;01306;Capela;33.715;;
SE;28;01405;Carira;21.665;;
SE;28;01504;Carmópolis;15.952;;
SE;28;01603;Cedro de São João;5.912;;
SE;28;01702;Cristinápolis;18.092;;
SE;28;01900;Cumbe;3.999;;
SE;28;02007;Divina Pastora;4.975;;
SE;28;02106;Estância;68.846;;
SE;28;02205;Feira Nova;5.595;;
SE;28;02304;Frei Paulo;15.200;;
SE;28;02403;Gararu;11.730;;
SE;28;02502;General Maynard;3.274;;
SE;28;02601;Graccho Cardoso;5.859;;
SE;28;02700;Ilha das Flores;8.604;;
SE;28;02809;Indiaroba;17.600;;
SE;28;02908;Itabaiana;94.393;;
SE;28;03005;Itabaianinha;41.686;;
SE;28;03104;Itabi;5.002;;
SE;28;03203;Itaporanga d'Ajuda;33.713;;
SE;28;03302;Japaratuba;18.474;;
SE;28;03401;Japoatã;13.242;;
SE;28;03500;Lagarto;103.188;;
SE;28;03609;Laranjeiras;29.418;;
SE;28;03708;Macambira;6.873;;
SE;28;03807;Malhada dos Bois;3.673;;
SE;28;03906;Malhador;12.645;;
SE;28;04003;Maruim;17.225;;
SE;28;04102;Moita Bonita;11.416;;
SE;28;04201;Monte Alegre de Sergipe;15.017;;
SE;28;04300;Muribeca;7.662;;
SE;28;04409;Neópolis;18.956;;
SE;28;04458;Nossa Senhora Aparecida;8.850;;
SE;28;04508;Nossa Senhora da Glória;36.174;;
SE;28;04607;Nossa Senhora das Dores;26.434;;
SE;28;04706;Nossa Senhora de Lourdes;6.512;;
SE;28;04805;Nossa Senhora do Socorro;179.661;;
SE;28;04904;Pacatuba;14.293;;
SE;28;05000;Pedra Mole;3.227;;
SE;28;05109;Pedrinhas;9.523;;
SE;28;05208;Pinhão;6.499;;
SE;28;05307;Pirambu;9.153;;
SE;28;05406;Poço Redondo;34.147;;
SE;28;05505;Poço Verde;23.580;;
SE;28;05604;Porto da Folha;28.615;;
SE;28;05703;Propriá;29.745;;
SE;28;05802;Riachão do Dantas;19.995;;
SE;28;05901;Riachuelo;10.116;;
SE;28;06008;Ribeirópolis;18.503;;
SE;28;06107;Rosário do Catete;10.533;;
SE;28;06206;Salgado;20.126;;
SE;28;06305;Santa Luzia do Itanhy;13.936;;
SE;28;06404;Santana do São Francisco;7.680;;
SE;28;06503;Santa Rosa de Lima;3.926;;
SE;28;06602;Santo Amaro das Brotas;12.086;;
SE;28;06701;São Cristóvão;88.118;;
SE;28;06800;São Domingos;11.053;;
SE;28;06909;São Francisco;3.916;;
SE;28;07006;São Miguel do Aleixo;3.923;;
SE;28;07105;Simão Dias;40.684;;
SE;28;07204;Siriri;8.765;;
SE;28;07303;Telha;3.196;;
SE;28;07402;Tobias Barreto;51.770;;
SE;28;07501;Tomar do Geru;13.204;;
SE;28;07600;Umbaúba;24.832;;
BA;29;00108;Abaíra;9.212;;
BA;29;00207;Abaré;19.939;;
BA;29;00306;Acajutiba;15.764;;
BA;29;00355;Adustina;17.254;;
BA;29;00405;Água Fria;17.431;;
BA;29;00504;Érico Cardoso;11.405;;
BA;29;00603;Aiquara;4.745;;
BA;29;00702;Alagoinhas;155.362;;
BA;29;00801;Alcobaça;23.331;;
BA;29;00900;Almadina;6.062;;
BA;29;01007;Amargosa;38.041;;
BA;29;01106;Amélia Rodrigues;26.424;;
BA;29;01155;América Dourada;16.781;;
BA;29;01205;Anagé;19.824;;
BA;29;01304;Andaraí;13.732;;
BA;29;01353;Andorinha;15.551;;
BA;29;01403;Angical;14.707;;
BA;29;01502;Anguera;11.402;;
BA;29;01601;Antas;19.382;;
BA;29;01700;Antônio Cardoso;12.200;;
BA;29;01809;Antônio Gonçalves;11.989;;
BA;29;01908;Aporá;19.223;;
BA;29;01957;Apuarema;7.745;;
BA;29;02005;Aracatu;14.023;;
BA;29;02054;Araças;12.495;;
BA;29;02104;Araci;55.637;;
BA;29;02203;Aramari;11.385;;
BA;29;02252;Arataca;11.697;;
BA;29;02302;Aratuípe;9.150;;
BA;29;02401;Aurelino Leal;12.891;;
BA;29;02500;Baianópolis;14.262;;
BA;29;02609;Baixa Grande;21.393;;
BA;29;02658;Banzaê;13.738;;
BA;29;02708;Barra;54.563;;
BA;29;02807;Barra da Estiva;22.232;;
BA;29;02906;Barra do Choça;34.421;;
BA;29;03003;Barra do Mendes;14.570;;
BA;29;03102;Barra do Rocha;6.338;;
BA;29;03201;Barreiras;155.519;;
BA;29;03235;Barro Alto;15.093;;
BA;29;03276;Barrocas;16.167;;
BA;29;03300;Barro Preto;6.367;;
BA;29;03409;Belmonte;23.891;;
BA;29;03508;Belo Campo;18.312;;
BA;29;03607;Biritinga;16.628;;
BA;29;03706;Boa Nova;14.314;;
BA;29;03805;Boa Vista do Tupim;19.516;;
BA;29;03904;Bom Jesus da Lapa;70.090;;
BA;29;03953;Bom Jesus da Serra;10.515;;
BA;29;04001;Boninal;14.675;;
BA;29;04050;Bonito;17.006;;
BA;29;04100;Boquira;22.448;;
BA;29;04209;Botuporã;10.957;;
BA;29;04308;Brejões;15.166;;
BA;29;04407;Brejolândia;10.768;;
BA;29;04506;Brotas de Macaúbas;11.049;;
BA;29;04605;Brumado;69.473;;
BA;29;04704;Buerarema;19.269;;
BA;29;04753;Buritirama;21.671;;
BA;29;04803;Caatiba;10.044;;
BA;29;04852;Cabaceiras do Paraguaçu;19.199;;
BA;29;04902;Cachoeira;35.013;;
BA;29;05008;Caculé;23.685;;
BA;29;05107;Caém;10.179;;
BA;29;05156;Caetanos;16.045;;
BA;29;05206;Caetité;52.696;;
BA;29;05305;Cafarnaum;18.917;;
BA;29;05404;Cairu;17.985;;
BA;29;05503;Caldeirão Grande;13.643;;
BA;29;05602;Camacan;33.257;;
BA;29;05701;Camaçari;292.074;;
BA;29;05800;Camamu;36.543;;
BA;29;05909;Campo Alegre de Lourdes;29.994;;
BA;29;06006;Campo Formoso;73.118;;
BA;29;06105;Canápolis;10.146;;
BA;29;06204;Canarana;26.702;;
BA;29;06303;Canavieiras;33.130;;
BA;29;06402;Candeal;8.894;;
BA;29;06501;Candeias;89.271;;
BA;29;06600;Candiba;14.732;;
BA;29;06709;Cândido Sales;26.760;;
BA;29;06808;Cansanção;36.105;;
BA;29;06824;Canudos;17.222;;
BA;29;06857;Capela do Alto Alegre;12.203;;
BA;29;06873;Capim Grosso;31.181;;
BA;29;06899;Caraíbas;9.890;;
BA;29;06907;Caravelas;22.646;;
