;;;;;;;
ESTIMATIVAS DA POPULAÇÃO RESIDENTE NOS MUNICÍPIOS BRASILEIROS COM DATA DE REFERÊNCIA EM 1º DE JULHO DE 2013;;;;;;;
UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO;POPULAÇÃO ESTIMADA;;;
PB;25;02607;Igaracy;6.210;;;
PB;25;06707;Imaculada;11.659;;;
PB;25;06806;Ingá;17.912;;;
PB;25;06905;Itabaiana;24.663;;;
PB;25;07002;Itaporanga;24.128;;;
PB;25;07101;Itapororoca;17.918;;;
PB;25;07200;Itatuba;10.590;;;
PB;25;07309;Jacaraú;14.248;;;
PB;25;07408;Jericó;7.689;;;
PB;25;07507;João Pessoa;769.607;;;
PB;25;13653;Joca Claudino;2.669;;;
PB;25;07606;Juarez Távora;7.742;;;
PB;25;07705;Juazeirinho;17.565;;;
PB;25;07804;Junco do Seridó;6.934;;;
PB;25;07903;Juripiranga;10.560;;;
PB;25;08000;Juru;9.919;;;
PB;25;08109;Lagoa;4.710;;;
PB;25;08208;Lagoa de Dentro;7.564;;;
PB;25;08307;Lagoa Seca;26.788;;;
PB;25;08406;Lastro;2.809;;;
PB;25;08505;Livramento;7.320;;;
PB;25;08554;Logradouro;4.157;;;
PB;25;08604;Lucena;12.460;;;
PB;25;08703;Mãe d'Água;4.044;;;
PB;25;08802;Malta;5.679;;;
PB;25;08901;Mamanguape;43.678;;;
PB;25;09008;Manaíra;11.007;;;
PB;25;09057;Marcação;8.117;;;
PB;25;09107;Mari;21.648;;;
PB;25;09156;Marizópolis;6.423;;;
PB;25;09206;Massaranduba;13.438;;;
PB;25;09305;Mataraca;7.952;;;
PB;25;09339;Matinhas;4.453;;;
PB;25;09370;Mato Grosso;2.821;;;
PB;25;09396;Maturéia;6.283;;;
PB;25;09404;Mogeiro;13.349;;;
PB;25;09503;Montadas;5.351;;;
PB;25;09602;Monte Horebe;4.688;;;
PB;25;09701;Monteiro;32.211;;;
PB;25;09800;Mulungu;9.750;;;
PB;25;09909;Natuba;10.439;;;
PB;25;10006;Nazarezinho;7.342;;;
PB;25;10105;Nova Floresta;10.661;;;
PB;25;10204;Nova Olinda;6.058;;;
PB;25;10303;Nova Palmeira;4.647;;;
PB;25;10402;Olho d'Água;6.790;;;
PB;25;10501;Olivedos;3.804;;;
PB;25;10600;Ouro Velho;3.003;;;
PB;25;10659;Parari;1.823;;;
PB;25;10709;Passagem;2.338;;;
PB;25;10808;Patos;104.716;;;
PB;25;10907;Paulista;12.117;;;
PB;25;11004;Pedra Branca;3.787;;;
PB;25;11103;Pedra Lavrada;7.830;;;
PB;25;11202;Pedras de Fogo;28.056;;;
PB;25;12721;Pedro Régis;5.963;;;
PB;25;11301;Piancó;15.870;;;
PB;25;11400;Picuí;18.597;;;
PB;25;11509;Pilar;11.620;;;
PB;25;11608;Pilões;6.860;;;
PB;25;11707;Pilõezinhos;5.159;;;
PB;25;11806;Pirpirituba;10.523;;;
PB;25;11905;Pitimbu;18.148;;;
PB;25;12002;Pocinhos;17.894;;;
PB;25;12036;Poço Dantas;3.788;;;
PB;25;12077;Poço de José de Moura;4.165;;;
PB;25;12101;Pombal;32.654;;;
PB;25;12200;Prata;4.033;;;
PB;25;12309;Princesa Isabel;22.461;;;
PB;25;12408;Puxinanã;13.386;;;
PB;25;12507;Queimadas;42.586;;;
PB;25;12606;Quixabá;1.834;;;
PB;25;12705;Remígio;18.686;;;
PB;25;12747;Riachão;3.448;;;
PB;25;12754;Riachão do Bacamarte;4.419;;;
PB;25;12762;Riachão do Poço;4.359;;;
PB;25;12788;Riacho de Santo Antônio;1.856;;;
PB;25;12804;Riacho dos Cavalos;8.513;;;
PB;25;12903;Rio Tinto;23.883;;;
PB;25;13000;Salgadinho;3.752;;;
PB;25;13109;Salgado de São Félix;12.144;;;
PB;25;13158;Santa Cecília;6.610;;;
PB;25;13208;Santa Cruz;6.573;;;
PB;25;13307;Santa Helena;5.949;;;
PB;25;13356;Santa Inês;3.592;;;
PB;25;13406;Santa Luzia;15.145;;;
PB;25;13703;Santa Rita;125.278;;;
PB;25;13802;Santa Teresinha;4.612;;;
PB;25;13505;Santana de Mangueira;5.292;;;
PB;25;13604;Santana dos Garrotes;7.209;;;
PB;25;13851;Santo André;2.565;;;
PB;25;13927;São Bentinho;4.355;;;
PB;25;13901;São Bento;32.651;;;
PB;25;13968;São Domingos de Pombal;2.999;;;
PB;25;13943;São Domingos do Cariri;2.522;;;
PB;25;13984;São Francisco;3.389;;;
PB;25;14008;São João do Cariri;4.352;;;
PB;25;00700;São João do Rio do Peixe;17.917;;;
PB;25;14107;São João do Tigre;4.442;;;
PB;25;14206;São José da Lagoa Tapada;7.674;;;
PB;25;14305;São José de Caiana;6.179;;;
PB;25;14404;São José de Espinharas;4.738;;;
PB;25;14503;São José de Piranhas;19.732;;;
PB;25;14552;São José de Princesa;4.077;;;
PB;25;14602;São José do Bonfim;3.411;;;
PB;25;14651;São José do Brejo do Cruz;1.753;;;
PB;25;14701;São José do Sabugi;4.102;;;
PB;25;14800;São José dos Cordeiros;3.749;;;
PB;25;14453;São José dos Ramos;5.762;;;
PB;25;14909;São Mamede;7.794;;;
PB;25;15005;São Miguel de Taipu;6.970;;;
PB;25;15104;São Sebastião de Lagoa de Roça;11.495;;;
PB;25;15203;São Sebastião do Umbuzeiro;3.380;;;
PB;25;15302;Sapé;51.700;;;
PB;25;15401;Seridó;10.701;;;
PB;25;15500;Serra Branca;13.409;;;
PB;25;15609;Serra da Raiz;3.190;;;
PB;25;15708;Serra Grande;3.055;;;
PB;25;15807;Serra Redonda;7.089;;;
PB;25;15906;Serraria;6.218;;;
PB;25;15930;Sertãozinho;4.728;;;
PB;25;15971;Sobrado;7.623;;;
PB;25;16003;Solânea;26.431;;;
PB;25;16102;Soledade;14.418;;;
PB;25;16151;Sossêgo;3.376;;;
PB;25;16201;Sousa;68.030;;;
PB;25;16300;Sumé;16.595;;;
PB;25;16409;Tacima;10.665;;;
PB;25;16508;Taperoá;15.190;;;
PB;25;16607;Tavares;14.467;;;
PB;25;16706;Teixeira;14.739;;;
PB;25;16755;Tenório;2.951;;;
PB;25;16805;Triunfo;9.410;;;
PB;25;16904;Uiraúna;15.062;;;
PB;25;17001;Umbuzeiro;9.862;;;
PB;25;17100;Várzea;2.668;;;
PB;25;17209;Vieirópolis;5.228;;;
PB;25;05501;Vista Serrana;3.675;;;
PB;25;17407;Zabelê;2.169;;;
PE;26;00054;Abreu e Lima;97.786;;;
PE;26;00104;Afogados da Ingazeira;36.379;;;
PE;26;00203;Afrânio;18.625;;;
PE;26;00302;Agrestina;23.842;;;
PE;26;00401;Água Preta;34.978;;;
PE;26;00500;Águas Belas;42.008;;;
PE;26;00609;Alagoinha;14.155;;;
PE;26;00708;Aliança;38.242;;;
PE;26;00807;Altinho;22.853;;;
PE;26;00906;Amaraji;22.555;;;
PE;26;01003;Angelim;10.706;;;
PE;26;01052;Araçoiaba;19.333;;;
PE;26;01102;Araripina;80.577;;;
PE;26;01201;Arcoverde;72.102;;;
PE;26;01300;Barra de Guabiraba;13.523;;;
PE;26;01409;Barreiros;41.987;;;
PE;26;01508;Belém de Maria;11.777;;;
PE;26;01607;Belém de São Francisco;20.680;;;
PE;26;01706;Belo Jardim;74.902;;;
PE;26;01805;Betânia;12.433;;;
PE;26;01904;Bezerros;60.213;;;
PE;26;02001;Bodocó;36.783;;;
PE;26;02100;Bom Conselho;47.273;;;
PE;26;02209;Bom Jardim;38.816;;;
PE;26;02308;Bonito;38.287;;;
PE;26;02407;Brejão;9.006;;;
PE;26;02506;Brejinho;7.464;;;
PE;26;02605;Brejo da Madre de Deus;47.972;;;
PE;26;02704;Buenos Aires;12.934;;;
PE;26;02803;Buíque;55.268;;;
PE;26;02902;Cabo de Santo Agostinho;196.152;;;
PE;26;03009;Cabrobó;32.596;;;
PE;26;03108;Cachoeirinha;19.674;;;
PE;26;03207;Caetés;27.766;;;
PE;26;03306;Calçado;11.223;;;
PE;26;03405;Calumbi;5.754;;;
PE;26;03454;Camaragibe;151.587;;;
PE;26;03504;Camocim de São Félix;17.980;;;
PE;26;03603;Camutanga;8.405;;;
PE;26;03702;Canhotinho;24.918;;;
PE;26;03801;Capoeiras;20.004;;;
PE;26;03900;Carnaíba;19.187;;;
PE;26;03926;Carnaubeira da Penha;12.387;;;
PE;26;04007;Carpina;79.308;;;
PE;26;04106;Caruaru;337.416;;;
PE;26;04155;Casinhas;14.159;;;
PE;26;04205;Catende;40.328;;;
PE;26;04304;Cedro;11.323;;;
PE;26;04403;Chã de Alegria;13.002;;;
PE;26;04502;Chã Grande;21.006;;;
PE;26;04601;Condado;25.435;;;
PE;26;04700;Correntes;17.830;;;
PE;26;04809;Cortês;12.647;;;
PE;26;04908;Cumaru;14.815;;;
PE;26;05004;Cupira;23.695;;;
PE;26;05103;Custódia;35.574;;;
PE;26;05152;Dormentes;17.925;;;
PE;26;05202;Escada;66.419;;;
PE;26;05301;Exu;32.076;;;
PE;26;05400;Feira Nova;21.444;;;
PE;26;05459;Fernando de Noronha;2.837;;;
PE;26;05509;Ferreiros;11.850;;;
PE;26;05608;Flores;22.610;;;
PE;26;05707;Floresta;31.088;;;
PE;26;05806;Frei Miguelinho;14.932;;;
PE;26;05905;Gameleira;29.515;;;
PE;26;06002;Garanhuns;135.138;;;
PE;26;06101;Glória do Goitá;30.000;;;
PE;26;06200;Goiana;77.945;;;
PE;26;06309;Granito;7.191;;;
PE;26;06408;Gravatá;80.450;;;
PE;26;06507;Iati;18.913;;;
PE;26;06606;Ibimirim;28.197;;;
PE;26;06705;Ibirajuba;7.714;;;
PE;26;06804;Igarassu;109.322;;;
PE;26;06903;Iguaraci;12.097;;;
PE;26;07604;Ilha de Itamaracá;23.923;;;
PE;26;07000;Inajá;21.003;;;
PE;26;07109;Ingazeira;4.570;;;
PE;26;07208;Ipojuca;87.926;;;
PE;26;07307;Ipubi;30.037;;;
PE;26;07406;Itacuruba;4.643;;;
PE;26;07505;Itaíba;26.651;;;
PE;26;07653;Itambé;36.233;;;
PE;26;07703;Itapetim;13.932;;;
PE;26;07752;Itapissuma;25.220;;;
PE;26;07802;Itaquitinga;16.638;;;
PE;26;07901;Jaboatão dos Guararapes;675.599;;;
PE;26;07950;Jaqueira;11.696;;;
PE;26;08008;Jataúba;16.679;;;
PE;26;08057;Jatobá;14.464;;;
PE;26;08107;João Alfredo;32.355;;;
PE;26;08206;Joaquim Nabuco;16.056;;;
PE;26;08255;Jucati;11.061;;;
PE;26;08305;Jupi;14.325;;;
PE;26;08404;Jurema;15.050;;;
PE;26;08453;Lagoa do Carro;17.034;;;
PE;26;08503;Lagoa do Itaenga;21.210;;;
PE;26;08602;Lagoa do Ouro;12.685;;;
PE;26;08701;Lagoa dos Gatos;16.100;;;
PE;26;08750;Lagoa Grande;24.183;;;
PE;26;08800;Lajedo;38.545;;;
PE;26;08909;Limoeiro;56.407;;;
PE;26;09006;Macaparana;24.793;;;
PE;26;09105;Machados;14.770;;;
PE;26;09154;Manari;19.788;;;
PE;26;09204;Maraial;12.009;;;
PE;26;09303;Mirandiba;14.915;;;
PE;26;14303;Moreilândia;11.246;;;
PE;26;09402;Moreno;59.836;;;
PE;26;09501;Nazaré da Mata;31.834;;;
PE;26;09600;Olinda;388.127;;;
PE;26;09709;Orobó;23.552;;;
PE;26;09808;Orocó;14.071;;;
PE;26;09907;Ouricuri;67.689;;;
PE;26;10004;Palmares;61.731;;;
PE;26;10103;Palmeirina;8.191;;;
PE;26;10202;Panelas;26.515;;;
PE;26;10301;Paranatama;11.399;;;
PE;26;10400;Parnamirim;20.990;;;
PE;26;10509;Passira;29.082;;;
PE;26;10608;Paudalho;54.051;;;
PE;26;10707;Paulista;316.714;;;
PE;26;10806;Pedra;21.558;;;
PE;26;10905;Pesqueira;65.374;;;
PE;26;11002;Petrolândia;34.523;;;
PE;26;11101;Petrolina;319.893;;;
PE;26;11200;Poção;11.261;;;
PE;26;11309;Pombos;26.716;;;
PE;26;11408;Primavera;14.200;;;
PE;26;11507;Quipapá;25.220;;;
PE;26;11533;Quixaba;6.846;;;
PE;26;11606;Recife;1.599.513;;;
PE;26;11705;Riacho das Almas;19.947;;;
PE;26;11804;Ribeirão;46.200;;;
PE;26;11903;Rio Formoso;22.970;;;
PE;26;12000;Sairé;10.835;;;
PE;26;12109;Salgadinho;10.076;;;
PE;26;12208;Salgueiro;59.037;;;
PE;26;12307;Saloá;15.702;;;
PE;26;12406;Sanharó;24.049;;;
PE;26;12455;Santa Cruz;14.487;;;
PE;26;12471;Santa Cruz da Baixa Verde;12.240;;;
PE;26;12505;Santa Cruz do Capibaribe;96.908;;;
PE;26;12554;Santa Filomena;13.977;;;
PE;26;12604;Santa Maria da Boa Vista;40.908;;;
PE;26;12703;Santa Maria do Cambucá;13.626;;;
PE;26;12802;Santa Terezinha;11.411;;;
PE;26;12901;São Benedito do Sul;14.900;;;
PE;26;13008;São Bento do Una;56.413;;;
PE;26;13107;São Caitano;36.485;;;
PE;26;13206;São João;22.162;;;
PE;26;13305;São Joaquim do Monte;21.079;;;
PE;26;13404;São José da Coroa Grande;19.663;;;
PE;26;13503;São José do Belmonte;33.541;;;
PE;26;13602;São José do Egito;33.105;;;
PE;26;13701;São Lourenço da Mata;108.301;;;
PE;26;13800;São Vicente Ferrer;17.612;;;
PE;26;13909;Serra Talhada;83.051;;;
PE;26;14006;Serrita;18.951;;;
PE;26;14105;Sertânia;35.042;;;
PE;26;14204;Sirinhaém;43.036;;;
PE;26;14402;Solidão;5.918;;;
PE;26;14501;Surubim;61.875;;;
PE;26;14600;Tabira;27.591;;;
PE;26;14709;Tacaimbó;12.932;;;
PE;26;14808;Tacaratu;23.833;;;
PE;26;14857;Tamandaré;22.046;;;
PE;26;15003;Taquaritinga do Norte;26.772;;;
PE;26;15102;Terezinha;6.991;;;
PE;26;15201;Terra Nova;9.916;;;
PE;26;15300;Timbaúba;54.115;;;
PE;26;15409;Toritama;39.913;;;
PE;26;15508;Tracunhaém;13.497;;;
PE;26;15607;Trindade;27.756;;;
PE;26;15706;Triunfo;15.280;;;
PE;26;15805;Tupanatinga;25.882;;;
PE;26;15904;Tuparetama;8.129;;;
PE;26;16001;Venturosa;17.455;;;
PE;26;16100;Verdejante;9.408;;;
PE;26;16183;Vertente do Lério;7.859;;;
PE;26;16209;Vertentes;19.457;;;
PE;26;16308;Vicência;31.866;;;
PE;26;16407;Vitória de Santo Antão;133.907;;;
PE;26;16506;Xexéu;14.513;;;
AL;27;00102;Água Branca;20.545;;;
AL;27;00201;Anadia;17.989;;;
AL;27;00300;Arapiraca;227.640;;;
AL;27;00409;Atalaia;46.787;;;
AL;27;00508;Barra de Santo Antônio;15.377;;;
AL;27;00607;Barra de São Miguel;8.112;;;
AL;27;00706;Batalha;18.201;;;
AL;27;00805;Belém;4.737;;;
AL;27;00904;Belo Monte;6.751;;;
AL;27;01001;Boca da Mata;27.074;;;
AL;27;01100;Branquinha;10.823;;;
AL;27;01209;Cacimbinhas;10.729;;;
AL;27;01308;Cajueiro;21.480;;;
AL;27;01357;Campestre;6.925;;;
AL;27;01407;Campo Alegre;55.161;;;
AL;27;01506;Campo Grande;9.631;;;
AL;27;01605;Canapi;17.880;;;
AL;27;01704;Capela;17.266;;;
AL;27;01803;Carneiros;8.758;;;
AL;27;01902;Chã Preta;7.413;;;
AL;27;02009;Coité do Nóia;11.110;;;
AL;27;02108;Colônia Leopoldina;21.307;;;
AL;27;02207;Coqueiro Seco;5.817;;;
AL;27;02306;Coruripe;55.648;;;
AL;27;02355;Craíbas;23.885;;;
AL;27;02405;Delmiro Gouveia;50.999;;;
AL;27;02504;Dois Riachos;11.234;;;
AL;27;02553;Estrela de Alagoas;18.123;;;
AL;27;02603;Feira Grande;22.377;;;
AL;27;02702;Feliz Deserto;4.678;;;
AL;27;02801;Flexeiras;12.862;;;
AL;27;02900;Girau do Ponciano;39.657;;;
AL;27;03007;Ibateguara;15.762;;;
AL;27;03106;Igaci;26.051;;;
AL;27;03205;Igreja Nova;24.328;;;
AL;27;03304;Inhapi;18.516;;;
AL;27;03403;Jacaré dos Homens;5.511;;;
AL;27;03502;Jacuípe;7.193;;;
AL;27;03601;Japaratinga;8.234;;;
AL;27;03700;Jaramataia;5.718;;;
AL;27;03759;Jequiá da Praia;11.969;;;
AL;27;03809;Joaquim Gomes;23.813;;;
AL;27;03908;Jundiá;4.275;;;
AL;27;04005;Junqueiro;25.073;;;
AL;27;04104;Lagoa da Canoa;18.566;;;
AL;27;04203;Limoeiro de Anadia;28.244;;;
AL;27;04302;Maceió;996.733;;;
AL;27;04401;Major Isidoro;19.874;;;
AL;27;04906;Mar Vermelho;3.698;;;
AL;27;04500;Maragogi;31.299;;;
AL;27;04609;Maravilha;10.168;;;
AL;27;04708;Marechal Deodoro;49.853;;;
AL;27;04807;Maribondo;13.807;;;
AL;27;05002;Mata Grande;25.349;;;
AL;27;05101;Matriz de Camaragibe;25.005;;;
AL;27;05200;Messias;17.110;;;
AL;27;05309;Minador do Negrão;5.439;;;
AL;27;05408;Monteirópolis;7.219;;;
AL;27;05507;Murici;28.158;;;
AL;27;05606;Novo Lino;12.479;;;
AL;27;05705;Olho d'Água das Flores;21.499;;;
AL;27;05804;Olho d'Água do Casado;9.114;;;
AL;27;05903;Olho d'Água Grande;5.159;;;
AL;27;06000;Olivença;11.594;;;
AL;27;06109;Ouro Branco;11.409;;;
AL;27;06208;Palestina;4.934;;;
AL;27;06307;Palmeira dos Índios;73.532;;;
AL;27;06406;Pão de Açúcar;24.975;;;
AL;27;06422;Pariconha;10.674;;;
AL;27;06448;Paripueira;12.474;;;
AL;27;06505;Passo de Camaragibe;15.372;;;
AL;27;06604;Paulo Jacinto;7.685;;;
AL;27;06703;Penedo;63.595;;;
AL;27;06802;Piaçabuçu;17.941;;;
AL;27;06901;Pilar;35.003;;;
AL;27;07008;Pindoba;2.961;;;
AL;27;07107;Piranhas;24.556;;;
AL;27;07206;Poço das Trincheiras;14.401;;;
AL;27;07305;Porto Calvo;27.047;;;
AL;27;07404;Porto de Pedras;8.362;;;
AL;27;07503;Porto Real do Colégio;20.066;;;
AL;27;07602;Quebrangulo;11.700;;;
AL;27;07701;Rio Largo;71.834;;;
AL;27;07800;Roteiro;6.836;;;
AL;27;07909;Santa Luzia do Norte;7.257;;;
AL;27;08006;Santana do Ipanema;47.352;;;
AL;27;08105;Santana do Mundaú;11.134;;;
AL;27;08204;São Brás;7.006;;;
AL;27;08303;São José da Laje;23.847;;;
AL;27;08402;São José da Tapera;31.867;;;
AL;27;08501;São Luís do Quitunde;34.239;;;
AL;27;08600;São Miguel dos Campos;59.077;;;
AL;27;08709;São Miguel dos Milagres;7.709;;;
AL;27;08808;São Sebastião;33.826;;;
AL;27;08907;Satuba;15.737;;;
AL;27;08956;Senador Rui Palmeira;13.765;;;
AL;27;09004;Tanque d'Arca;6.374;;;
AL;27;09103;Taquarana;19.725;;;
AL;27;09152;Teotônio Vilela;43.605;;;
AL;27;09202;Traipu;27.488;;;
AL;27;09301;União dos Palmares;65.495;;;
AL;27;09400;Viçosa;26.289;;;
SE;28;00100;Amparo de São Francisco;2.358;;;
SE;28;00209;Aquidabã;21.023;;;
SE;28;00308;Aracaju;614.577;;;
SE;28;00407;Arauá;10.796;;;
SE;28;00506;Areia Branca;17.825;;;
SE;28;00605;Barra dos Coqueiros;27.495;;;
SE;28;00670;Boquim;26.529;;;
SE;28;00704;Brejo Grande;8.110;;;
SE;28;01009;Campo do Brito;17.594;;;
SE;28;01108;Canhoba;4.057;;;
SE;28;01207;Canindé de São Francisco;27.136;;;
SE;28;01306;Capela;32.666;;;
SE;28;01405;Carira;21.109;;;
SE;28;01504;Carmópolis;14.937;;;
SE;28;01603;Cedro de São João;5.846;;;
SE;28;01702;Cristinápolis;17.536;;;
SE;28;01900;Cumbe;3.955;;;
SE;28;02007;Divina Pastora;4.715;;;
SE;28;02106;Estância;67.491;;;
SE;28;02205;Feira Nova;5.529;;;
SE;28;02304;Frei Paulo;14.730;;;
SE;28;02403;Gararu;11.712;;;
SE;28;02502;General Maynard;3.143;;;
SE;28;02601;Gracho Cardoso;5.824;;;
SE;28;02700;Ilha das Flores;8.582;;;
SE;28;02809;Indiaroba;16.940;;;
SE;28;02908;Itabaiana;91.873;;;
SE;28;03005;Itabaianinha;40.821;;;
SE;28;03104;Itabi;5.048;;;
SE;28;03203;Itaporanga d'Ajuda;32.496;;;
SE;28;03302;Japaratuba;17.903;;;
SE;28;03401;Japoatã;13.253;;;
SE;28;03500;Lagarto;100.330;;;
SE;28;03609;Laranjeiras;28.533;;;
SE;28;03708;Macambira;6.723;;;
SE;28;03807;Malhada dos Bois;3.610;;;
SE;28;03906;Malhador;12.501;;;
SE;28;04003;Maruim;16.998;;;
SE;28;04102;Moita Bonita;11.350;;;
SE;28;04201;Monte Alegre de Sergipe;14.513;;;
SE;28;04300;Muribeca;7.598;;;
SE;28;04409;Neópolis;18.964;;;
SE;28;04458;Nossa Senhora Aparecida;8.788;;;
SE;28;04508;Nossa Senhora da Glória;34.799;;;
SE;28;04607;Nossa Senhora das Dores;25.839;;;
SE;28;04706;Nossa Senhora de Lourdes;6.456;;;
SE;28;04805;Nossa Senhora do Socorro;172.547;;;
SE;28;04904;Pacatuba;13.896;;;
SE;28;05000;Pedra Mole;3.141;;;
SE;28;05109;Pedrinhas;9.298;;;
SE;28;05208;Pinhão;6.318;;;
SE;28;05307;Pirambu;8.877;;;
SE;28;05406;Poço Redondo;32.949;;;
SE;28;05505;Poço Verde;23.078;;;
SE;28;05604;Porto da Folha;28.237;;;
SE;28;05703;Propriá;29.467;;;
SE;28;05802;Riachão do Dantas;19.937;;;
SE;28;05901;Riachuelo;9.863;;;
SE;28;06008;Ribeirópolis;18.071;;;
SE;28;06107;Rosário do Catete;10.013;;;
SE;28;06206;Salgado;19.994;;;
SE;28;06305;Santa Luzia do Itanhy;13.628;;;
SE;28;06503;Santa Rosa de Lima;3.886;;;
SE;28;06404;Santana do São Francisco;7.456;;;
SE;28;06602;Santo Amaro das Brotas;11.899;;;
SE;28;06701;São Cristóvão;84.620;;;
SE;28;06800;São Domingos;10.801;;;
SE;28;06909;São Francisco;3.705;;;
SE;28;07006;São Miguel do Aleixo;3.859;;;
SE;28;07105;Simão Dias;40.199;;;
SE;28;07204;Siriri;8.496;;;
SE;28;07303;Telha;3.117;;;
SE;28;07402;Tobias Barreto;50.557;;;
SE;28;07501;Tomar do Geru;13.192;;;
SE;28;07600;Umbaúba;23.950;;;
BA;29;00108;Abaíra;9.132;;;
BA;29;00207;Abaré;18.989;;;
BA;29;00306;Acajutiba;15.615;;;
BA;29;00355;Adustina;16.929;;;
BA;29;00405;Água Fria;16.871;;;
BA;29;00603;Aiquara;4.767;;;
BA;29;00702;Alagoinhas;152.570;;;
BA;29;00801;Alcobaça;23.176;;;
BA;29;00900;Almadina;6.327;;;
BA;29;01007;Amargosa;37.081;;;
BA;29;01106;Amélia Rodrigues;26.477;;;
BA;29;01155;América Dourada;16.884;;;
BA;29;01205;Anagé;20.698;;;
BA;29;01304;Andaraí;14.738;;;
BA;29;01353;Andorinha;14.936;;;
BA;29;01403;Angical;14.762;;;
BA;29;01502;Anguera;11.113;;;
BA;29;01601;Antas;18.744;;;
BA;29;01700;Antônio Cardoso;12.206;;;
BA;29;01809;Antônio Gonçalves;11.973;;;
BA;29;01908;Aporá;18.976;;;
BA;29;01957;Apuarema;7.795;;;
BA;29;02054;Araças;12.351;;;
BA;29;02005;Aracatu;14.232;;;
BA;29;02104;Araci;55.655;;;
BA;29;02203;Aramari;11.157;;;
BA;29;02252;Arataca;11.822;;;
BA;29;02302;Aratuípe;9.146;;;
BA;29;02401;Aurelino Leal;13.525;;;
BA;29;02500;Baianópolis;13.892;;;
BA;29;02609;Baixa Grande;21.174;;;
BA;29;02658;Banzaê;12.534;;;
BA;29;02708;Barra;53.361;;;
BA;29;02807;Barra da Estiva;22.409;;;
BA;29;02906;Barra do Choça;35.567;;;
BA;29;03003;Barra do Mendes;14.684;;;
BA;29;03102;Barra do Rocha;6.261;;;
BA;29;03201;Barreiras;150.896;;;
BA;29;03235;Barro Alto;14.855;;;
BA;29;03300;Barro Preto;6.767;;;
BA;29;03276;Barrocas;15.470;;;
BA;29;03409;Belmonte;23.471;;;
BA;29;03508;Belo Campo;18.539;;;
BA;29;03607;Biritinga;15.737;;;
BA;29;03706;Boa Nova;15.141;;;
BA;29;03805;Boa Vista do Tupim;18.888;;;
BA;29;03904;Bom Jesus da Lapa;68.282;;;
BA;29;03953;Bom Jesus da Serra;10.644;;;
BA;29;04001;Boninal;14.742;;;
BA;29;04050;Bonito;16.132;;;
BA;29;04100;Boquira;22.389;;;
BA;29;04209;Botuporã;11.162;;;
BA;29;04308;Brejões;14.866;;;
BA;29;04407;Brejolândia;10.545;;;
BA;29;04506;Brotas de Macaúbas;11.301;;;
BA;29;04605;Brumado;68.776;;;
BA;29;04704;Buerarema;19.311;;;
BA;29;04753;Buritirama;21.115;;;
BA;29;04803;Caatiba;10.828;;;
BA;29;04852;Cabaceiras do Paraguaçu;18.713;;;
BA;29;04902;Cachoeira;34.244;;;
BA;29;05008;Caculé;23.232;;;
BA;29;05107;Caém;10.429;;;
BA;29;05156;Caetanos;15.842;;;
BA;29;05206;Caetité;52.166;;;
BA;29;05305;Cafarnaum;18.489;;;
BA;29;05404;Cairu;17.168;;;
BA;29;05503;Caldeirão Grande;13.465;;;
BA;29;05602;Camacan;33.068;;;
BA;29;05701;Camaçari;275.575;;;
BA;29;05800;Camamu;37.207;;;
BA;29;05909;Campo Alegre de Lourdes;29.812;;;
BA;29;06006;Campo Formoso;71.507;;;
BA;29;06105;Canápolis;10.130;;;
BA;29;06204;Canarana;26.006;;;
BA;29;06303;Canavieiras;33.570;;;
BA;29;06402;Candeal;9.143;;;
BA;29;06501;Candeias;89.419;;;
BA;29;06600;Candiba;14.527;;;
BA;29;06709;Cândido Sales;27.057;;;
BA;29;06808;Cansanção;35.029;;;
BA;29;06824;Canudos;16.956;;;
BA;29;06857;Capela do Alto Alegre;12.128;;;
BA;29;06873;Capim Grosso;28.853;;;
BA;29;06899;Caraíbas;10.292;;;
BA;29;06907;Caravelas;22.328;;;
BA;29;07004;Cardeal da Silva;9.611;;;
BA;29;07103;Carinhanha;29.768;;;
BA;29;07202;Casa Nova;70.796;;;
BA;29;07301;Castro Alves;27.097;;;
BA;29;07400;Catolândia;3.420;;;
BA;29;07509;Catu;55.021;;;
BA;29;07558;Caturama;9.760;;;
BA;29;07608;Central;18.061;;;
BA;29;07707;Chorrochó;11.444;;;
BA;29;07806;Cícero Dantas;34.424;;;
BA;29;07905;Cipó;16.860;;;
BA;29;08002;Coaraci;20.620;;;
BA;29;08101;Cocos;19.281;;;
BA;29;08200;Conceição da Feira;22.226;;;
BA;29;08309;Conceição do Almeida;18.644;;;
BA;29;08408;Conceição do Coité;67.126;;;
BA;29;08507;Conceição do Jacuípe;32.761;;;
BA;29;08606;Conde;25.714;;;
BA;29;08705;Condeúba;18.359;;;
BA;29;08804;Contendas do Sincorá;4.354;;;
BA;29;08903;Coração de Maria;23.314;;;
BA;29;09000;Cordeiros;8.752;;;
BA;29;09109;Coribe;15.024;;;
BA;29;09208;Coronel João Sá;17.422;;;
BA;29;09307;Correntina;32.980;;;
BA;29;09406;Cotegipe;14.390;;;
BA;29;09505;Cravolândia;5.341;;;
BA;29;09604;Crisópolis;21.435;;;
BA;29;09703;Cristópolis;14.189;;;
BA;29;09802;Cruz das Almas;63.299;;;
BA;29;09901;Curaçá;34.725;;;
BA;29;10008;Dário Meira;12.721;;;
