;;;;;;;
ESTIMATIVAS DA POPULAÇÃO RESIDENTE NOS MUNICÍPIOS BRASILEIROS COM DATA DE REFERÊNCIA EM 1º DE JULHO DE 2013;;;;;;;
UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO;POPULAÇÃO ESTIMADA;;;
MG;31;43302;Montes Claros;385.898;;;
MG;31;43450;Montezuma;7.901;;;
MG;31;43500;Morada Nova de Minas;8.657;;;
MG;31;43609;Morro da Garça;2.669;;;
MG;31;43708;Morro do Pilar;3.421;;;
MG;31;43807;Munhoz;6.351;;;
MG;31;43906;Muriaé;105.861;;;
MG;31;44003;Mutum;27.456;;;
MG;31;44102;Muzambinho;21.007;;;
MG;31;44201;Nacip Raydan;3.256;;;
MG;31;44300;Nanuque;41.876;;;
MG;31;44359;Naque;6.708;;;
MG;31;44375;Natalândia;3.376;;;
MG;31;44409;Natércia;4.802;;;
MG;31;44508;Nazareno;8.363;;;
MG;31;44607;Nepomuceno;26.725;;;
MG;31;44656;Ninheira;10.219;;;
MG;31;44672;Nova Belém;3.662;;;
MG;31;44706;Nova Era;18.002;;;
MG;31;44805;Nova Lima;87.391;;;
MG;31;44904;Nova Módica;3.830;;;
MG;31;45000;Nova Ponte;13.988;;;
MG;31;45059;Nova Porteirinha;7.623;;;
MG;31;45109;Nova Resende;16.191;;;
MG;31;45208;Nova Serrana;84.550;;;
MG;31;36603;Nova União;5.752;;;
MG;31;45307;Novo Cruzeiro;31.715;;;
MG;31;45356;Novo Oriente de Minas;10.738;;;
MG;31;45372;Novorizonte;5.196;;;
MG;31;45406;Olaria;1.957;;;
MG;31;45455;Olhos-d'Água;5.659;;;
MG;31;45505;Olímpio Noronha;2.677;;;
MG;31;45604;Oliveira;41.181;;;
MG;31;45703;Oliveira Fortes;2.181;;;
MG;31;45802;Onça de Pitangui;3.164;;;
MG;31;45851;Oratórios;4.660;;;
MG;31;45877;Orizânia;7.701;;;
MG;31;45901;Ouro Branco;37.492;;;
MG;31;46008;Ouro Fino;33.031;;;
MG;31;46107;Ouro Preto;73.349;;;
MG;31;46206;Ouro Verde de Minas;6.148;;;
MG;31;46255;Padre Carvalho;6.154;;;
MG;31;46305;Padre Paraíso;19.744;;;
MG;31;46552;Pai Pedro;6.137;;;
MG;31;46404;Paineiras;4.708;;;
MG;31;46503;Pains;8.307;;;
MG;31;46602;Paiva;1.590;;;
MG;31;46701;Palma;6.738;;;
MG;31;46750;Palmópolis;6.674;;;
MG;31;46909;Papagaios;15.007;;;
MG;31;47105;Pará de Minas;89.418;;;
MG;31;47006;Paracatu;89.530;;;
MG;31;47204;Paraguaçu;21.164;;;
MG;31;47303;Paraisópolis;20.410;;;
MG;31;47402;Paraopeba;23.762;;;
MG;31;47600;Passa Quatro;16.224;;;
MG;31;47709;Passa Tempo;8.377;;;
MG;31;47501;Passabém;1.776;;;
MG;31;47808;Passa-Vinte;2.121;;;
MG;31;47907;Passos;111.651;;;
MG;31;47956;Patis;5.846;;;
MG;31;48004;Patos de Minas;146.416;;;
MG;31;48103;Patrocínio;87.178;;;
MG;31;48202;Patrocínio do Muriaé;5.548;;;
MG;31;48301;Paula Cândido;9.605;;;
MG;31;48400;Paulistas;5.020;;;
MG;31;48509;Pavão;8.771;;;
MG;31;48608;Peçanha;17.797;;;
MG;31;48707;Pedra Azul;24.612;;;
MG;31;48756;Pedra Bonita;6.978;;;
MG;31;48806;Pedra do Anta;3.414;;;
MG;31;48905;Pedra do Indaiá;4.006;;;
MG;31;49002;Pedra Dourada;2.345;;;
MG;31;49101;Pedralva;11.683;;;
MG;31;49150;Pedras de Maria da Cruz;10.970;;;
MG;31;49200;Pedrinópolis;3.626;;;
MG;31;49309;Pedro Leopoldo;61.975;;;
MG;31;49408;Pedro Teixeira;1.838;;;
MG;31;49507;Pequeri;3.296;;;
MG;31;49606;Pequi;4.284;;;
MG;31;49705;Perdigão;9.943;;;
MG;31;49804;Perdizes;15.323;;;
MG;31;49903;Perdões;21.013;;;
MG;31;49952;Periquito;7.150;;;
MG;31;50000;Pescador;4.274;;;
MG;31;50109;Piau;2.887;;;
MG;31;50158;Piedade de Caratinga;7.744;;;
MG;31;50208;Piedade de Ponte Nova;4.192;;;
MG;31;50307;Piedade do Rio Grande;4.766;;;
MG;31;50406;Piedade dos Gerais;4.867;;;
MG;31;50505;Pimenta;8.582;;;
MG;31;50539;Pingo-d'Água;4.696;;;
MG;31;50570;Pintópolis;7.491;;;
MG;31;50604;Piracema;6.575;;;
MG;31;50703;Pirajuba;5.253;;;
MG;31;50802;Piranga;17.804;;;
MG;31;50901;Piranguçu;5.432;;;
MG;31;51008;Piranguinho;8.404;;;
MG;31;51107;Pirapetinga;10.754;;;
MG;31;51206;Pirapora;55.704;;;
MG;31;51305;Piraúba;11.123;;;
MG;31;51404;Pitangui;26.797;;;
MG;31;51503;Piumhi;33.580;;;
MG;31;51602;Planura;11.194;;;
MG;31;51701;Poço Fundo;16.633;;;
MG;31;51800;Poços de Caldas;161.025;;;
MG;31;51909;Pocrane;9.050;;;
MG;31;52006;Pompéu;30.699;;;
MG;31;52105;Ponte Nova;59.614;;;
MG;31;52131;Ponto Chique;4.161;;;
MG;31;52170;Ponto dos Volantes;11.881;;;
MG;31;52204;Porteirinha;38.697;;;
MG;31;52303;Porto Firme;10.955;;;
MG;31;52402;Poté;16.350;;;
MG;31;52501;Pouso Alegre;140.223;;;
MG;31;52600;Pouso Alto;6.291;;;
MG;31;52709;Prados;8.807;;;
MG;31;52808;Prata;27.109;;;
MG;31;52907;Pratápolis;8.975;;;
MG;31;53004;Pratinha;3.455;;;
MG;31;53103;Presidente Bernardes;5.630;;;
MG;31;53202;Presidente Juscelino;3.928;;;
MG;31;53301;Presidente Kubitschek;3.050;;;
MG;31;53400;Presidente Olegário;19.325;;;
MG;31;53608;Prudente de Morais;10.181;;;
MG;31;53707;Quartel Geral;3.470;;;
MG;31;53806;Queluzito;1.934;;;
MG;31;53905;Raposos;16.055;;;
MG;31;54002;Raul Soares;24.423;;;
MG;31;54101;Recreio;10.635;;;
MG;31;54150;Reduto;6.920;;;
MG;31;54200;Resende Costa;11.378;;;
MG;31;54309;Resplendor;17.631;;;
MG;31;54408;Ressaquinha;4.889;;;
MG;31;54457;Riachinho;8.257;;;
MG;31;54507;Riacho dos Machados;9.643;;;
MG;31;54606;Ribeirão das Neves;315.819;;;
MG;31;54705;Ribeirão Vermelho;3.990;;;
MG;31;54804;Rio Acima;9.704;;;
MG;31;54903;Rio Casca;14.376;;;
MG;31;55108;Rio do Prado;5.333;;;
MG;31;55009;Rio Doce;2.575;;;
MG;31;55207;Rio Espera;6.045;;;
MG;31;55306;Rio Manso;5.585;;;
MG;31;55405;Rio Novo;9.013;;;
MG;31;55504;Rio Paranaíba;12.328;;;
MG;31;55603;Rio Pardo de Minas;30.418;;;
MG;31;55702;Rio Piracicaba;14.578;;;
MG;31;55801;Rio Pomba;17.804;;;
MG;31;55900;Rio Preto;5.487;;;
MG;31;56007;Rio Vermelho;13.755;;;
MG;31;56106;Ritápolis;4.955;;;
MG;31;56205;Rochedo de Minas;2.229;;;
MG;31;56304;Rodeiro;7.429;;;
MG;31;56403;Romaria;3.671;;;
MG;31;56452;Rosário da Limeira;4.464;;;
MG;31;56502;Rubelita;7.428;;;
MG;31;56601;Rubim;10.278;;;
MG;31;56700;Sabará;132.636;;;
MG;31;56809;Sabinópolis;16.042;;;
MG;31;56908;Sacramento;25.225;;;
MG;31;57005;Salinas;40.942;;;
MG;31;57104;Salto da Divisa;7.084;;;
MG;31;57203;Santa Bárbara;29.595;;;
MG;31;57252;Santa Bárbara do Leste;8.027;;;
MG;31;57278;Santa Bárbara do Monte Verde;2.972;;;
MG;31;57302;Santa Bárbara do Tugúrio;4.646;;;
MG;31;57336;Santa Cruz de Minas;8.298;;;
MG;31;57377;Santa Cruz de Salinas;4.434;;;
MG;31;57401;Santa Cruz do Escalvado;5.050;;;
MG;31;57500;Santa Efigênia de Minas;4.661;;;
MG;31;57609;Santa Fé de Minas;4.034;;;
MG;31;57658;Santa Helena de Minas;6.309;;;
MG;31;57708;Santa Juliana;12.455;;;
MG;31;57807;Santa Luzia;213.345;;;
MG;31;57906;Santa Margarida;15.772;;;
MG;31;58003;Santa Maria de Itabira;10.918;;;
MG;31;58102;Santa Maria do Salto;5.406;;;
MG;31;58201;Santa Maria do Suaçuí;14.839;;;
MG;31;59209;Santa Rita de Caldas;9.239;;;
MG;31;59407;Santa Rita de Ibitipoca;3.628;;;
MG;31;59308;Santa Rita de Jacutinga;5.090;;;
MG;31;59357;Santa Rita de Minas;6.924;;;
MG;31;59506;Santa Rita do Itueto;5.782;;;
MG;31;59605;Santa Rita do Sapucaí;40.435;;;
MG;31;59704;Santa Rosa da Serra;3.347;;;
MG;31;59803;Santa Vitória;19.106;;;
MG;31;58300;Santana da Vargem;7.379;;;
MG;31;58409;Santana de Cataguases;3.793;;;
MG;31;58508;Santana de Pirapama;8.106;;;
MG;31;58607;Santana do Deserto;3.997;;;
MG;31;58706;Santana do Garambéu;2.361;;;
MG;31;58805;Santana do Jacaré;4.793;;;
MG;31;58904;Santana do Manhuaçu;8.834;;;
MG;31;58953;Santana do Paraíso;30.255;;;
MG;31;59001;Santana do Riacho;4.211;;;
MG;31;59100;Santana dos Montes;3.908;;;
MG;31;59902;Santo Antônio do Amparo;18.162;;;
MG;31;60009;Santo Antônio do Aventureiro;3.650;;;
MG;31;60108;Santo Antônio do Grama;4.138;;;
MG;31;60207;Santo Antônio do Itambé;4.151;;;
MG;31;60306;Santo Antônio do Jacinto;12.042;;;
MG;31;60405;Santo Antônio do Monte;27.352;;;
MG;31;60454;Santo Antônio do Retiro;7.236;;;
MG;31;60504;Santo Antônio do Rio Abaixo;1.820;;;
MG;31;60603;Santo Hipólito;3.276;;;
MG;31;60702;Santos Dumont;47.557;;;
MG;31;60801;São Bento Abade;4.915;;;
MG;31;60900;São Brás do Suaçuí;3.673;;;
MG;31;60959;São Domingos das Dores;5.622;;;
MG;31;61007;São Domingos do Prata;17.811;;;
MG;31;61056;São Félix de Minas;3.467;;;
MG;31;61106;São Francisco;56.003;;;
MG;31;61205;São Francisco de Paula;6.666;;;
MG;31;61304;São Francisco de Sales;6.069;;;
MG;31;61403;São Francisco do Glória;5.211;;;
MG;31;61502;São Geraldo;11.178;;;
MG;31;61601;São Geraldo da Piedade;4.372;;;
MG;31;61650;São Geraldo do Baixio;3.740;;;
MG;31;61700;São Gonçalo do Abaeté;6.651;;;
MG;31;61809;São Gonçalo do Pará;11.289;;;
MG;31;61908;São Gonçalo do Rio Abaixo;10.384;;;
MG;31;25507;São Gonçalo do Rio Preto;3.170;;;
MG;31;62005;São Gonçalo do Sapucaí;25.007;;;
MG;31;62104;São Gotardo;33.774;;;
MG;31;62203;São João Batista do Glória;7.241;;;
MG;31;62252;São João da Lagoa;4.858;;;
MG;31;62302;São João da Mata;2.808;;;
MG;31;62401;São João da Ponte;25.961;;;
MG;31;62450;São João das Missões;12.421;;;
MG;31;62500;São João del Rei;88.405;;;
MG;31;62559;São João do Manhuaçu;10.917;;;
MG;31;62575;São João do Manteninha;5.530;;;
MG;31;62609;São João do Oriente;7.964;;;
MG;31;62658;São João do Pacuí;4.276;;;
MG;31;62708;São João do Paraíso;23.303;;;
MG;31;62807;São João Evangelista;16.028;;;
MG;31;62906;São João Nepomuceno;26.114;;;
MG;31;62922;São Joaquim de Bicas;28.064;;;
MG;31;62948;São José da Barra;7.155;;;
MG;31;62955;São José da Lapa;21.538;;;
MG;31;63003;São José da Safira;4.241;;;
MG;31;63102;São José da Varginha;4.556;;;
MG;31;63201;São José do Alegre;4.163;;;
MG;31;63300;São José do Divino;3.942;;;
MG;31;63409;São José do Goiabal;5.717;;;
MG;31;63508;São José do Jacuri;6.694;;;
MG;31;63607;São José do Mantimento;2.721;;;
MG;31;63706;São Lourenço;44.037;;;
MG;31;63805;São Miguel do Anta;6.991;;;
MG;31;63904;São Pedro da União;5.054;;;
MG;31;64100;São Pedro do Suaçuí;5.616;;;
MG;31;64001;São Pedro dos Ferros;8.397;;;
MG;31;64209;São Romão;11.179;;;
MG;31;64308;São Roque de Minas;6.973;;;
MG;31;64407;São Sebastião da Bela Vista;5.249;;;
MG;31;64431;São Sebastião da Vargem Alegre;2.936;;;
MG;31;64472;São Sebastião do Anta;6.140;;;
MG;31;64506;São Sebastião do Maranhão;10.740;;;
MG;31;64605;São Sebastião do Oeste;6.255;;;
MG;31;64704;São Sebastião do Paraíso;68.518;;;
MG;31;64803;São Sebastião do Rio Preto;1.622;;;
MG;31;64902;São Sebastião do Rio Verde;2.206;;;
MG;31;65206;São Thomé das Letras;6.962;;;
MG;31;65008;São Tiago;10.955;;;
MG;31;65107;São Tomás de Aquino;7.257;;;
MG;31;65305;São Vicente de Minas;7.420;;;
MG;31;65404;Sapucaí-Mirim;6.616;;;
MG;31;65503;Sardoá;5.957;;;
MG;31;65537;Sarzedo;28.625;;;
MG;31;65560;Sem-Peixe;2.856;;;
MG;31;65578;Senador Amaral;5.398;;;
MG;31;65602;Senador Cortes;2.046;;;
MG;31;65701;Senador Firmino;7.598;;;
MG;31;65800;Senador José Bento;1.804;;;
MG;31;65909;Senador Modestino Gonçalves;4.564;;;
MG;31;66006;Senhora de Oliveira;5.864;;;
MG;31;66105;Senhora do Porto;3.597;;;
MG;31;66204;Senhora dos Remédios;10.544;;;
MG;31;66303;Sericita;7.375;;;
MG;31;66402;Seritinga;1.855;;;
MG;31;66501;Serra Azul de Minas;4.353;;;
MG;31;66600;Serra da Saudade;825;;;
MG;31;66808;Serra do Salitre;11.142;;;
MG;31;66709;Serra dos Aimorés;8.720;;;
MG;31;66907;Serrania;7.778;;;
MG;31;66956;Serranópolis de Minas;4.650;;;
MG;31;67004;Serranos;2.037;;;
MG;31;67103;Serro;21.419;;;
MG;31;67202;Sete Lagoas;227.571;;;
MG;31;65552;Setubinha;11.592;;;
MG;31;67301;Silveirânia;2.271;;;
MG;31;67400;Silvianópolis;6.249;;;
MG;31;67509;Simão Pereira;2.628;;;
MG;31;67608;Simonésia;19.188;;;
MG;31;67707;Sobrália;5.897;;;
MG;31;67806;Soledade de Minas;5.971;;;
MG;31;67905;Tabuleiro;4.085;;;
MG;31;68002;Taiobeiras;32.698;;;
MG;31;68051;Taparuba;3.210;;;
MG;31;68101;Tapira;4.423;;;
MG;31;68200;Tapiraí;1.923;;;
MG;31;68309;Taquaraçu de Minas;3.980;;;
MG;31;68408;Tarumirim;14.677;;;
MG;31;68507;Teixeiras;11.745;;;
MG;31;68606;Teófilo Otoni;140.067;;;
MG;31;68705;Timóteo;86.014;;;
MG;31;68804;Tiradentes;7.457;;;
MG;31;68903;Tiros;6.955;;;
MG;31;69000;Tocantins;16.494;;;
MG;31;69059;Tocos do Moji;4.099;;;
MG;31;69109;Toledo;6.066;;;
MG;31;69208;Tombos;9.321;;;
MG;31;69307;Três Corações;76.734;;;
MG;31;69356;Três Marias;30.302;;;
MG;31;69406;Três Pontas;56.156;;;
MG;31;69505;Tumiritinga;6.593;;;
MG;31;69604;Tupaciguara;25.171;;;
MG;31;69703;Turmalina;19.114;;;
MG;31;69802;Turvolândia;4.897;;;
MG;31;69901;Ubá;108.493;;;
MG;31;70008;Ubaí;12.248;;;
MG;31;70057;Ubaporanga;12.487;;;
MG;31;70107;Uberaba;315.360;;;
MG;31;70206;Uberlândia;646.673;;;
MG;31;70305;Umburatiba;2.746;;;
MG;31;70404;Unaí;81.693;;;
MG;31;70438;União de Minas;4.498;;;
MG;31;70479;Uruana de Minas;3.326;;;
MG;31;70503;Urucânia;10.581;;;
MG;31;70529;Urucuia;14.963;;;
MG;31;70578;Vargem Alegre;6.635;;;
MG;31;70602;Vargem Bonita;2.216;;;
MG;31;70651;Vargem Grande do Rio Pardo;4.942;;;
MG;31;70701;Varginha;130.139;;;
MG;31;70750;Varjão de Minas;6.558;;;
MG;31;70800;Várzea da Palma;37.879;;;
MG;31;70909;Varzelândia;19.678;;;
MG;31;71006;Vazante;20.506;;;
MG;31;71030;Verdelândia;8.875;;;
MG;31;71071;Veredinha;5.746;;;
MG;31;71105;Veríssimo;3.733;;;
MG;31;71154;Vermelho Novo;4.859;;;
MG;31;71204;Vespasiano;114.365;;;
MG;31;71303;Viçosa;76.147;;;
MG;31;71402;Vieiras;3.790;;;
MG;31;71600;Virgem da Lapa;14.016;;;
MG;31;71709;Virgínia;8.864;;;
MG;31;71808;Virginópolis;10.830;;;
MG;31;71907;Virgolândia;5.720;;;
MG;31;72004;Visconde do Rio Branco;40.356;;;
MG;31;72103;Volta Grande;5.258;;;
MG;31;72202;Wenceslau Braz;2.619;;;
ES;32;00102;Afonso Cláudio;32.551;;;
ES;32;00169;Água Doce do Norte;12.164;;;
ES;32;00136;Águia Branca;10.045;;;
ES;32;00201;Alegre;32.267;;;
ES;32;00300;Alfredo Chaves;14.859;;;
ES;32;00359;Alto Rio Novo;7.841;;;
ES;32;00409;Anchieta;26.658;;;
ES;32;00508;Apiacá;7.916;;;
ES;32;00607;Aracruz;91.562;;;
ES;32;00706;Atilio Vivacqua;10.862;;;
ES;32;00805;Baixo Guandu;31.126;;;
ES;32;00904;Barra de São Francisco;43.882;;;
ES;32;01001;Boa Esperança;15.169;;;
ES;32;01100;Bom Jesus do Norte;10.095;;;
ES;32;01159;Brejetuba;12.669;;;
ES;32;01209;Cachoeiro de Itapemirim;205.213;;;
ES;32;01308;Cariacica;375.974;;;
ES;32;01407;Castelo;37.331;;;
ES;32;01506;Colatina;120.677;;;
ES;32;01605;Conceição da Barra;30.659;;;
ES;32;01704;Conceição do Castelo;12.579;;;
ES;32;01803;Divino de São Lourenço;4.688;;;
ES;32;01902;Domingos Martins;34.059;;;
ES;32;02009;Dores do Rio Preto;6.827;;;
ES;32;02108;Ecoporanga;24.327;;;
ES;32;02207;Fundão;19.177;;;
ES;32;02256;Governador Lindenberg;11.953;;;
ES;32;02306;Guaçuí;30.144;;;
ES;32;02405;Guarapari;116.278;;;
ES;32;02454;Ibatiba;24.575;;;
ES;32;02504;Ibiraçu;12.124;;;
ES;32;02553;Ibitirama;9.400;;;
ES;32;02603;Iconha;13.548;;;
ES;32;02652;Irupi;12.798;;;
ES;32;02702;Itaguaçu;14.844;;;
ES;32;02801;Itapemirim;33.610;;;
ES;32;02900;Itarana;11.349;;;
ES;32;03007;Iúna;29.258;;;
ES;32;03056;Jaguaré;27.599;;;
ES;32;03106;Jerônimo Monteiro;11.707;;;
ES;32;03130;João Neiva;16.869;;;
ES;32;03163;Laranja da Terra;11.418;;;
ES;32;03205;Linhares;157.814;;;
ES;32;03304;Mantenópolis;14.808;;;
ES;32;03320;Marataízes;37.140;;;
ES;32;03346;Marechal Floriano;15.689;;;
ES;32;03353;Marilândia;12.092;;;
ES;32;03403;Mimoso do Sul;27.309;;;
ES;32;03502;Montanha;19.049;;;
ES;32;03601;Mucurici;5.909;;;
ES;32;03700;Muniz Freire;19.081;;;
ES;32;03809;Muqui;15.438;;;
ES;32;03908;Nova Venécia;49.564;;;
ES;32;04005;Pancas;23.125;;;
ES;32;04054;Pedro Canário;25.700;;;
ES;32;04104;Pinheiros;26.023;;;
ES;32;04203;Piúma;20.082;;;
ES;32;04252;Ponto Belo;7.590;;;
ES;32;04302;Presidente Kennedy;11.130;;;
ES;32;04351;Rio Bananal;18.892;;;
ES;32;04401;Rio Novo do Sul;11.993;;;
ES;32;04500;Santa Leopoldina;12.881;;;
ES;32;04559;Santa Maria de Jetibá;37.720;;;
ES;32;04609;Santa Teresa;23.432;;;
ES;32;04658;São Domingos do Norte;8.595;;;
ES;32;04708;São Gabriel da Palha;35.232;;;
ES;32;04807;São José do Calçado;10.987;;;
ES;32;04906;São Mateus;120.725;;;
ES;32;04955;São Roque do Canaã;12.179;;;
ES;32;05002;Serra;467.318;;;
ES;32;05010;Sooretama;26.843;;;
ES;32;05036;Vargem Alta;20.744;;;
ES;32;05069;Venda Nova do Imigrante;22.873;;;
ES;32;05101;Viana;72.115;;;
ES;32;05150;Vila Pavão;9.272;;;
ES;32;05176;Vila Valério;14.614;;;
ES;32;05200;Vila Velha;458.489;;;
ES;32;05309;Vitória;348.268;;;
RJ;33;00100;Angra dos Reis;181.486;;;
RJ;33;00159;Aperibé;10.736;;;
RJ;33;00209;Araruama;118.964;;;
RJ;33;00225;Areal;11.785;;;
RJ;33;00233;Armação dos Búzios;29.790;;;
RJ;33;00258;Arraial do Cabo;28.627;;;
RJ;33;00308;Barra do Piraí;96.261;;;
RJ;33;00407;Barra Mansa;179.472;;;
RJ;33;00456;Belford Roxo;477.583;;;
RJ;33;00506;Bom Jardim;25.969;;;
RJ;33;00605;Bom Jesus do Itabapoana;35.825;;;
RJ;33;00704;Cabo Frio;200.380;;;
RJ;33;00803;Cachoeiras de Macacu;55.632;;;
RJ;33;00902;Cambuci;14.862;;;
RJ;33;01009;Campos dos Goytacazes;477.208;;;
RJ;33;01108;Cantagalo;19.825;;;
RJ;33;00936;Carapebus;14.408;;;
RJ;33;01157;Cardoso Moreira;12.599;;;
RJ;33;01207;Carmo;17.944;;;
RJ;33;01306;Casimiro de Abreu;38.492;;;
RJ;33;00951;Comendador Levy Gasparian;8.240;;;
RJ;33;01405;Conceição de Macabu;21.844;;;
RJ;33;01504;Cordeiro;20.863;;;
RJ;33;01603;Duas Barras;11.070;;;
RJ;33;01702;Duque de Caxias;873.921;;;
RJ;33;01801;Engenheiro Paulo de Frontin;13.505;;;
RJ;33;01850;Guapimirim;54.706;;;
RJ;33;01876;Iguaba Grande;24.788;;;
RJ;33;01900;Itaboraí;225.263;;;
RJ;33;02007;Itaguaí;115.542;;;
RJ;33;02056;Italva;14.405;;;
RJ;33;02106;Itaocara;22.870;;;
RJ;33;02205;Itaperuna;98.004;;;
RJ;33;02254;Itatiaia;29.744;;;
RJ;33;02270;Japeri;98.393;;;
RJ;33;02304;Laje do Muriaé;7.385;;;
RJ;33;02403;Macaé;224.442;;;
RJ;33;02452;Macuco;5.360;;;
RJ;33;02502;Magé;232.419;;;
RJ;33;02601;Mangaratiba;39.210;;;
RJ;33;02700;Maricá;139.552;;;
RJ;33;02809;Mendes;18.072;;;
RJ;33;02858;Mesquita;170.185;;;
RJ;33;02908;Miguel Pereira;24.815;;;
RJ;33;03005;Miracema;26.786;;;
RJ;33;03104;Natividade;15.069;;;
RJ;33;03203;Nilópolis;158.288;;;
RJ;33;03302;Niterói;494.200;;;
RJ;33;03401;Nova Friburgo;184.122;;;
RJ;33;03500;Nova Iguaçu;804.815;;;
RJ;33;03609;Paracambi;48.705;;;
RJ;33;03708;Paraíba do Sul;41.955;;;
RJ;33;03807;Parati;39.434;;;
RJ;33;03856;Paty do Alferes;26.696;;;
RJ;33;03906;Petrópolis;297.888;;;
RJ;33;03955;Pinheiral;23.488;;;
RJ;33;04003;Piraí;27.311;;;
RJ;33;04102;Porciúncula;18.188;;;
RJ;33;04110;Porto Real;17.663;;;
RJ;33;04128;Quatis;13.283;;;
RJ;33;04144;Queimados;141.753;;;
RJ;33;04151;Quissamã;21.806;;;
RJ;33;04201;Resende;123.385;;;
RJ;33;04300;Rio Bonito;56.942;;;
RJ;33;04409;Rio Claro;17.709;;;
RJ;33;04508;Rio das Flores;8.783;;;
RJ;33;04524;Rio das Ostras;122.196;;;
RJ;33;04557;Rio de Janeiro;6.429.923;;;
RJ;33;04607;Santa Maria Madalena;10.282;;;
RJ;33;04706;Santo Antônio de Pádua;41.035;;;
RJ;33;04805;São Fidélis;37.717;;;
RJ;33;04755;São Francisco de Itabapoana;41.397;;;
RJ;33;04904;São Gonçalo;1.025.507;;;
RJ;33;05000;São João da Barra;33.951;;;
RJ;33;05109;São João de Meriti;460.799;;;
RJ;33;05133;São José de Ubá;7.143;;;
RJ;33;05158;São José do Vale do Rio Preto;20.704;;;
RJ;33;05208;São Pedro da Aldeia;93.659;;;
RJ;33;05307;São Sebastião do Alto;9.012;;;
RJ;33;05406;Sapucaia;17.610;;;
RJ;33;05505;Saquarema;79.421;;;
RJ;33;05554;Seropédica;81.260;;;
RJ;33;05604;Silva Jardim;21.366;;;
RJ;33;05703;Sumidouro;15.070;;;
RJ;33;05752;Tanguá;31.844;;;
RJ;33;05802;Teresópolis;169.849;;;
RJ;33;05901;Trajano de Morais;10.347;;;
RJ;33;06008;Três Rios;78.723;;;
RJ;33;06107;Valença;73.154;;;
RJ;33;06156;Varre-Sai;9.861;;;
RJ;33;06206;Vassouras;35.112;;;
RJ;33;06305;Volta Redonda;261.522;;;
SP;35;00105;Adamantina;34.953;;;
SP;35;00204;Adolfo;3.639;;;
SP;35;00303;Aguaí;34.188;;;
SP;35;00402;Águas da Prata;7.942;;;
SP;35;00501;Águas de Lindóia;18.108;;;
SP;35;00550;Águas de Santa Bárbara;5.876;;;
SP;35;00600;Águas de São Pedro;3.004;;;
SP;35;00709;Agudos;36.150;;;
SP;35;00758;Alambari;5.356;;;
SP;35;00808;Alfredo Marcondes;4.064;;;
SP;35;00907;Altair;4.010;;;
SP;35;01004;Altinópolis;16.137;;;
SP;35;01103;Alto Alegre;4.193;;;
SP;35;01152;Alumínio;17.784;;;
SP;35;01202;Álvares Florence;3.915;;;
SP;35;01301;Álvares Machado;24.482;;;
SP;35;01400;Álvaro de Carvalho;4.937;;;
SP;35;01509;Alvinlândia;3.137;;;
SP;35;01608;Americana;224.551;;;
SP;35;01707;Américo Brasiliense;37.165;;;
SP;35;01806;Américo de Campos;5.916;;;
SP;35;01905;Amparo;69.322;;;
SP;35;02002;Analândia;4.612;;;
SP;35;02101;Andradina;57.145;;;
SP;35;02200;Angatuba;23.666;;;
SP;35;02309;Anhembi;6.120;;;
SP;35;02408;Anhumas;3.941;;;
SP;35;02507;Aparecida;36.151;;;
SP;35;02606;Aparecida d'Oeste;4.468;;;
SP;35;02705;Apiaí;25.491;;;
SP;35;02754;Araçariguama;19.144;;;
SP;35;02804;Araçatuba;190.536;;;
SP;35;02903;Araçoiaba da Serra;30.088;;;
SP;35;03000;Aramina;5.416;;;
SP;35;03109;Arandu;6.334;;;
SP;35;03158;Arapeí;2.541;;;
SP;35;03208;Araraquara;222.036;;;
SP;35;03307;Araras;126.391;;;
SP;35;03356;Arco-Íris;1.925;;;
SP;35;03406;Arealva;8.245;;;
SP;35;03505;Areias;3.839;;;
SP;35;03604;Areiópolis;10.989;;;
SP;35;03703;Ariranha;9.095;;;
SP;35;03802;Artur Nogueira;48.420;;;
SP;35;03901;Arujá;81.326;;;
SP;35;03950;Aspásia;1.854;;;
SP;35;04008;Assis;100.204;;;
SP;35;04107;Atibaia;134.567;;;
SP;35;04206;Auriflama;14.831;;;
SP;35;04305;Avaí;5.210;;;
SP;35;04404;Avanhandava;12.307;;;
SP;35;04503;Avaré;87.238;;;
SP;35;04602;Bady Bassitt;15.851;;;
SP;35;04701;Balbinos;4.433;;;
SP;35;04800;Bálsamo;8.631;;;
SP;35;04909;Bananal;10.680;;;
SP;35;05005;Barão de Antonina;3.297;;;
SP;35;05104;Barbosa;6.998;;;
SP;35;05203;Bariri;33.466;;;
SP;35;05302;Barra Bonita;36.310;;;
SP;35;05351;Barra do Chapéu;5.514;;;
SP;35;05401;Barra do Turvo;7.878;;;
SP;35;05500;Barretos;117.779;;;
SP;35;05609;Barrinha;30.506;;;
SP;35;05708;Barueri;256.756;;;
SP;35;05807;Bastos;21.061;;;
SP;35;05906;Batatais;59.654;;;
SP;35;06003;Bauru;362.062;;;
SP;35;06102;Bebedouro;77.487;;;
SP;35;06201;Bento de Abreu;2.831;;;
SP;35;06300;Bernardino de Campos;11.133;;;
SP;35;06359;Bertioga;53.679;;;
SP;35;06409;Bilac;7.519;;;
